Datum,Turnier,Serie,Court,Belag,Runde,BestOf,Sieger,Verlierer,SRang,VRang,S1,V1,S2,V2,S3,V3,S4,V4,S5,V5,SSaetze,VSaetze,SSpiele,VSpiele,Status,QuoteS,QuoteV
2025-03-20,Miami Open,Masters 1000,Outdoor,Hard,1st Round,3,Sonego L.,Navone M.,38,62,7,5,7,5,,,,,,,2,,14,10,Completed,1.46,2.66
2025-03-20,Miami Open,Masters 1000,Outdoor,Hard,1st Round,3,Safiullin R.,Brooksby J.,71,544,6,3,3,6,6,3,,,,,2,1,15,12,Completed,1.83,1.95
2025-03-20,Miami Open,Masters 1000,Outdoor,Hard,1st Round,3,Arnaldi M.,Wu Y.,35,421,7,6,4,6,6,3,,,,,2,1,17,15,Completed,1.23,4.06
2025-03-20,Miami Open,Masters 1000,Outdoor,Hard,1st Round,3,Fonseca J.,Tien L.,60,66,6,7,6,3,6,4,,,,,2,1,18,14,Completed,1.32,3.28
2025-03-20,Miami Open,Masters 1000,Outdoor,Hard,1st Round,3,Mensik J.,Bautista Agut R.,54,50,6,4,3,6,6,1,,,,,2,1,15,11,Completed,1.39,2.95
2025-03-21,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Schoolkate T.,19,129,6,4,6,4,,,,,,,2,,12,8,Completed,1.25,3.94
2025-03-21,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Cina F.,15,441,6,1,6,4,,,,,,,2,,12,5,Completed,1.09,7.11
2025-03-21,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Kecmanovic M.,6,48,3,6,6,4,6,4,,,,,2,1,15,14,Completed,1.68,2.17
2025-03-21,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Musetti L.,Halys Q.,16,57,3,6,7,6,7,5,,,,,2,1,17,17,Completed,1.55,2.42
2025-03-21,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,Kyrgios N.,23,892,7,6,6,0,,,,,,,2,,13,6,Completed,1.35,3.16
2025-03-21,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Ugo Carabelli C.,Michelsen A.,65,33,6,7,7,5,6,3,,,,,2,1,19,15,Completed,4.18,1.22
2025-03-21,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Munar J.,Medvedev D.,56,8,6,2,6,3,,,,,,,2,,12,5,Completed,5.03,1.16
2025-03-21,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Tseng C.H.,10,115,4,6,7,5,6,3,,,,,2,1,17,14,Completed,1.1,6.82
2025-03-21,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,Lehecka J.,46,27,6,1,3,6,7,6,,,,,2,1,16,13,Completed,2.16,1.68
2025-03-21,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Hijikata R.,5,86,6,0,7,6,,,,,,,2,,13,6,Completed,1.09,7.14
2025-03-21,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Tabilo A.,Moutet C.,31,76,5,7,6,3,7,5,,,,,2,1,18,15,Completed,2.2,1.66
2025-03-21,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Nakashima B.,Carballes Baena R.,32,53,6,4,4,6,6,3,,,,,2,1,16,13,Completed,1.32,3.35
2025-03-21,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Korda S.,Spizzirri E.,25,134,6,4,6,2,,,,,,,2,,12,6,Completed,1.33,3.27
2025-03-21,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Bublik A.,13,80,5,7,7,5,6,4,,,,,2,1,18,16,Completed,1.25,3.88
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Cerundolo F.,Muller A.,24,41,6,1,6,2,,,,,,,2,,12,3,Completed,1.53,2.49
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Goffin D.,Alcaraz C.,55,3,5,7,6,4,6,3,,,,,2,1,17,14,Completed,12.53,1.03
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Walton A.,Darderi L.,89,61,6,4,6,4,,,,,,,2,,12,8,Completed,1.56,2.43
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Wong C.,Shelton B.,182,14,7,6,2,6,7,6,,,,,2,1,16,18,Completed,6.92,1.1
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Fearnley J.,2,83,6,2,6,4,,,,,,,2,,12,6,Completed,1.16,5.12
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Sonego L.,4,38,7,6,6,3,,,,,,,2,,13,9,Completed,1.15,5.37
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Machac T.,Arnaldi M.,21,35,6,2,1,6,6,3,,,,,2,1,13,11,Completed,1.47,2.65
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Thompson J.,Mpetshi G.,37,29,7,6,7,6,,,,,,,2,,14,12,Completed,1.86,1.93
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Shapovalov D.,Tirante T.A.,28,117,6,3,6,7,7,6,,,,,2,1,19,16,Completed,1.21,4.39
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Mensik J.,Draper J.,54,7,7,6,7,6,,,,,,,2,,14,12,Completed,3.66,1.28
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Safiullin R.,Popyrin A.,71,26,6,7,6,3,7,5,,,,,2,1,19,15,Completed,2.03,1.77
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Opelka R.,Rune H.,114,12,4,6,6,3,7,6,,,,,2,1,17,15,Completed,2.86,1.42
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Fonseca J.,Humbert U.,60,20,6,4,6,3,,,,,,,2,,12,7,Completed,2.21,1.66
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Bergs Z.,Rublev A.,51,9,7,5,6,4,,,,,,,2,,13,9,Completed,3.44,1.31
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Berrettini M.,Gaston H.,30,88,4,6,6,3,6,3,,,,,2,1,16,12,Completed,1.13,5.82
2025-03-22,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Davidovich Fokina A.,17,39,7,5,7,6,,,,,,,2,,14,11,Completed,2.1,1.73
2025-03-23,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Bu Y.,11,69,6,4,6,4,,,,,,,2,,12,8,Completed,1.17,5.09
2025-03-23,Miami Open,Masters 1000,Outdoor,Hard,2nd Round,3,Fils A.,Diallo G.,18,87,6,4,2,3,,,,,,,1,,8,7,Retired,1.5,2.53
2025-03-23,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,Dimitrov G.,Khachanov K.,15,23,6,7,6,4,7,5,,,,,2,1,19,16,Completed,1.73,2.08
2025-03-23,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,Musetti L.,Auger-Aliassime F.,16,19,4,6,6,2,6,3,,,,,2,1,16,11,Completed,2.44,1.55
2025-03-23,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,Korda S.,Tsitsipas S.,25,10,7,6,6,3,,,,,,,2,,13,9,Completed,2.25,1.63
2025-03-23,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,Nakashima B.,Goffin D.,32,55,6,3,6,7,6,3,,,,,2,1,18,13,Completed,1.44,2.71
2025-03-23,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Ugo Carabelli C.,5,65,6,1,7,6,,,,,,,2,,13,7,Completed,1.05,9.79
2025-03-23,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,Monfils G.,Munar J.,46,56,7,5,5,7,7,6,,,,,2,1,19,18,Completed,1.5,2.56
2025-03-24,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,Ruud C.,Tabilo A.,6,31,6,4,7,6,,,,,,,2,,13,10,Completed,1.34,3.22
2025-03-24,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,Cerundolo F.,Paul T.,24,13,6,2,7,6,,,,,,,2,,13,8,Completed,2.58,1.5
2025-03-24,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,Machac T.,Opelka R.,21,114,7,6,6,3,,,,,,,2,,13,9,Completed,1.51,2.54
2025-03-24,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,Walton A.,Wong C.,89,182,7,6,4,6,6,4,,,,,2,1,17,16,Completed,1.54,2.48
2025-03-24,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Thompson J.,2,37,7,5,6,4,,,,,,,2,,13,9,Completed,1.17,5.01
2025-03-24,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,Shapovalov D.,4,28,7,5,6,3,,,,,,,2,,13,8,Completed,1.41,2.87
2025-03-24,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,Mensik J.,Safiullin R.,54,71,6,4,6,4,,,,,,,2,,12,8,Completed,1.49,2.59
2025-03-24,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,Fils A.,Tiafoe F.,18,17,7,6,5,7,6,2,,,,,2,1,18,15,Completed,1.82,1.97
2025-03-24,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,Berrettini M.,Bergs Z.,30,51,6,4,6,4,,,,,,,2,,12,8,Completed,1.39,2.95
2025-03-24,Miami Open,Masters 1000,Outdoor,Hard,3rd Round,3,De Minaur A.,Fonseca J.,11,60,5,7,7,5,6,3,,,,,2,1,18,15,Completed,1.74,2.09
2025-03-25,Miami Open,Masters 1000,Outdoor,Hard,4th Round,3,Dimitrov G.,Nakashima B.,15,32,6,4,7,5,,,,,,,2,,13,9,Completed,1.58,2.37
2025-03-25,Miami Open,Masters 1000,Outdoor,Hard,4th Round,3,Korda S.,Monfils G.,25,46,6,4,2,6,6,4,,,,,2,1,14,14,Completed,1.7,2.14
2025-03-25,Miami Open,Masters 1000,Outdoor,Hard,4th Round,3,Cerundolo F.,Ruud C.,24,6,6,4,6,2,,,,,,,2,,12,6,Completed,1.76,2.05
2025-03-25,Miami Open,Masters 1000,Outdoor,Hard,4th Round,3,Djokovic N.,Musetti L.,5,16,6,2,6,2,,,,,,,2,,12,4,Completed,1.31,3.42
2025-03-25,Miami Open,Masters 1000,Outdoor,Hard,4th Round,3,Berrettini M.,De Minaur A.,30,11,6,3,7,6,,,,,,,2,,13,9,Completed,2.31,1.6
2025-03-25,Miami Open,Masters 1000,Outdoor,Hard,4th Round,3,Fritz T.,Walton A.,4,89,6,3,7,5,,,,,,,2,,13,8,Completed,1.07,7.98
2025-03-26,Miami Open,Masters 1000,Outdoor,Hard,4th Round,3,Fils A.,Zverev A.,18,2,3,6,6,3,6,4,,,,,2,1,15,13,Completed,3.44,1.32
2025-03-26,Miami Open,Masters 1000,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Cerundolo F.,15,24,6,7,6,4,7,6,,,,,2,1,19,17,Completed,1.83,1.98
2025-03-27,Miami Open,Masters 1000,Outdoor,Hard,Quarterfinals,3,Mensik J.,Fils A.,54,18,7,6,6,1,,,,,,,2,,13,7,Completed,1.88,1.9
2025-03-27,Miami Open,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Korda S.,5,25,6,3,7,6,,,,,,,2,,13,9,Completed,1.24,4.07
2025-03-27,Miami Open,Masters 1000,Outdoor,Hard,Quarterfinals,3,Fritz T.,Berrettini M.,4,30,7,5,6,7,7,5,,,,,2,1,20,17,Completed,1.44,2.76
2025-03-28,Miami Open,Masters 1000,Outdoor,Hard,Semifinals,3,Djokovic N.,Dimitrov G.,5,15,6,2,6,3,,,,,,,2,,12,5,Completed,1.25,3.98
2025-03-28,Miami Open,Masters 1000,Outdoor,Hard,Semifinals,3,Mensik J.,Fritz T.,54,4,7,6,4,6,7,6,,,,,2,1,18,18,Completed,3.27,1.34
2025-03-31,Miami Open,Masters 1000,Outdoor,Hard,The Final,3,Mensik J.,Djokovic N.,54,5,7,6,7,6,,,,,,,2,1,14,12,Completed,4.01,1.24
2025-03-31,Tiriac Open,ATP250,Outdoor,Clay,1st Round,3,Navone M.,Djere L.,61,78,6,1,4,6,6,2,,,,,2,1,16,9,Completed,2.03,1.78
2025-03-31,Tiriac Open,ATP250,Outdoor,Clay,1st Round,3,Jianu F.C.,Basavareddy N.,241,108,6,3,6,4,,,,,,,2,,12,7,Completed,2.41,1.56
2025-03-31,Tiriac Open,ATP250,Outdoor,Clay,1st Round,3,Gasquet R.,Van De Zandschulp B.,148,88,4,6,7,5,6,1,,,,,2,1,17,12,Completed,3.59,1.29
2025-04-01,Tiriac Open,ATP250,Outdoor,Clay,1st Round,3,O Connell C.,Lajovic D.,87,109,6,4,6,3,,,,,,,2,,12,7,Completed,2.37,1.57
2025-04-01,Tiriac Open,ATP250,Outdoor,Clay,1st Round,3,Dzumhur D.,Vacherot V.,65,259,6,2,6,1,,,,,,,2,,12,3,Completed,1.61,2.3
2025-04-01,Tiriac Open,ATP250,Outdoor,Clay,1st Round,3,Fucsovics M.,Nardi L.,90,93,6,3,6,1,,,,,,,2,,12,4,Completed,1.48,2.59
2025-04-01,Tiriac Open,ATP250,Outdoor,Clay,1st Round,3,Misolic F.,Shevchenko A.,232,105,6,3,6,4,,,,,,,2,,12,7,Completed,1.75,2.05
2025-04-01,Tiriac Open,ATP250,Outdoor,Clay,1st Round,3,Ugo Carabelli C.,Albot R.,63,223,6,4,6,3,,,,,,,2,,12,7,Completed,1.23,4.05
2025-04-01,Tiriac Open,ATP250,Outdoor,Clay,1st Round,3,Bautista Agut R.,Bu Y.,52,67,3,6,6,2,7,5,,,,,2,1,16,13,Completed,1.71,2.1
2025-04-01,Tiriac Open,ATP250,Outdoor,Clay,1st Round,3,Comesana F.,Klizan M.,64,316,4,6,7,5,7,5,,,,,2,1,18,16,Completed,1.31,3.43
2025-04-01,Tiriac Open,ATP250,Outdoor,Clay,1st Round,3,Diallo G.,Tseng C.H.,81,101,7,6,7,,,,,,,,2,,7,6,Completed,2.26,1.62
2025-04-01,Tiriac Open,ATP250,Outdoor,Clay,1st Round,3,Wawrinka S.,Skatov T.,161,174,6,4,6,7,7,6,,,,,2,1,19,17,Completed,1.59,2.31
2025-04-02,Tiriac Open,ATP250,Outdoor,Clay,2nd Round,3,Misolic F.,Ugo Carabelli C.,232,63,6,3,6,1,,,,,,,2,,12,4,Completed,2.54,1.51
2025-04-02,Tiriac Open,ATP250,Outdoor,Clay,2nd Round,3,Cobolli F.,Gasquet R.,45,148,6,4,4,6,6,1,,,,,2,1,16,11,Completed,1.46,2.69
2025-04-02,Tiriac Open,ATP250,Outdoor,Clay,2nd Round,3,Comesana F.,Bautista Agut R.,64,52,6,4,3,6,6,3,,,,,2,1,15,13,Completed,1.63,2.24
2025-04-03,Tiriac Open,ATP250,Outdoor,Clay,2nd Round,3,O Connell C.,Jarry N.,87,58,6,2,5,7,7,6,,,,,2,1,18,15,Completed,1.79,2.01
2025-04-03,Tiriac Open,ATP250,Outdoor,Clay,2nd Round,3,Baez S.,Diallo G.,36,81,7,6,2,6,6,2,,,,,2,1,15,14,Completed,1.33,3.25
2025-04-03,Tiriac Open,ATP250,Outdoor,Clay,2nd Round,3,Fucsovics M.,Navone M.,90,61,4,6,6,4,6,4,,,,,2,1,16,14,Completed,2.38,1.57
2025-04-03,Tiriac Open,ATP250,Outdoor,Clay,2nd Round,3,Dzumhur D.,Jianu F.C.,65,241,6,4,3,6,6,3,,,,,2,1,15,13,Completed,1.29,3.63
2025-04-03,Tiriac Open,ATP250,Outdoor,Clay,2nd Round,3,Martinez P.,Wawrinka S.,47,161,4,6,7,5,6,2,,,,,2,1,17,13,Completed,1.76,2.04
2025-04-04,Tiriac Open,ATP250,Outdoor,Clay,Quarterfinals,3,Fucsovics M.,O Connell C.,90,87,6,0,6,4,,,,,,,2,,12,4,Completed,1.51,2.55
2025-04-04,Tiriac Open,ATP250,Outdoor,Clay,Quarterfinals,3,Baez S.,Comesana F.,36,64,7,6,2,6,6,1,,,,,2,1,15,13,Completed,1.45,2.71
2025-04-04,Tiriac Open,ATP250,Outdoor,Clay,Quarterfinals,3,Cobolli F.,Misolic F.,45,232,7,6,6,4,,,,,,,2,,13,10,Completed,1.73,2.09
2025-04-04,Tiriac Open,ATP250,Outdoor,Clay,Quarterfinals,3,Dzumhur D.,Martinez P.,65,47,6,1,2,0,,,,,,,1,,8,1,Retired,2.12,1.71
2025-04-05,Tiriac Open,ATP250,Outdoor,Clay,Semifinals,3,Baez S.,Fucsovics M.,36,90,6,2,6,2,,,,,,,2,,12,4,Completed,1.73,2.09
2025-04-05,Tiriac Open,ATP250,Outdoor,Clay,Semifinals,3,Cobolli F.,Dzumhur D.,45,65,6,3,6,0,,,,,,,2,,12,3,Completed,1.67,2.19
2025-04-06,Tiriac Open,ATP250,Outdoor,Clay,The Final,3,Cobolli F.,Baez S.,45,36,6,4,6,4,,,,,,,2,,12,8,Completed,2.47,1.54
2025-03-31,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,1st Round,3,Garin C.,Ritschard A.,133,125,6,3,6,4,,,,,,,2,,12,7,Completed,1.48,2.6
2025-03-31,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,1st Round,3,Brooksby J.,Daniel T.,507,124,6,4,6,4,,,,,,,2,,12,8,Completed,1.33,3.22
2025-04-01,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,1st Round,3,Michelsen A.,Tien L.,34,69,6,4,6,2,,,,,,,2,,12,6,Completed,1.93,1.85
2025-04-01,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,1st Round,3,Denolly C.,Holt B.,328,115,7,6,7,6,,,,,,,2,,14,12,Completed,3.19,1.35
2025-04-01,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,1st Round,3,Kovacevic A.,Etcheverry T.,79,44,6,3,6,4,,,,,,,2,,12,7,Completed,3.1,1.36
2025-04-01,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,1st Round,3,Mannarino A.,Hanfmann Y.,144,123,7,6,6,3,,,,,,,2,,13,9,Completed,2.64,1.48
2025-04-01,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,1st Round,3,McDonald M.,Galan D.E.,100,114,6,2,6,7,6,4,,,,,2,1,18,13,Completed,2.24,1.63
2025-04-01,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,1st Round,3,Walton A.,Mmoh M.,85,282,6,3,7,6,,,,,,,2,,13,9,Completed,2.18,1.67
2025-04-01,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,1st Round,3,Smith C.,Duckworth J.,200,89,6,2,6,2,,,,,,,2,,12,4,Completed,1.32,3.34
2025-04-01,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,1st Round,3,Quinn E.,Thompson J.,130,35,4,6,6,4,6,3,,,,,2,1,16,13,Completed,2.39,1.56
2025-04-02,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,1st Round,3,Eubanks C.,Hijikata R.,117,82,6,2,4,6,6,3,,,,,2,1,16,11,Completed,1.97,1.83
2025-04-02,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,1st Round,3,Nishikori K.,Krueger M.,66,141,6,4,6,2,,,,,,,2,,12,6,Completed,1.24,3.9
2025-04-02,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,2nd Round,3,Brooksby J.,Tabilo A.,507,32,3,6,6,4,7,6,,,,,2,1,16,16,Completed,2.09,1.72
2025-04-02,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,2nd Round,3,Smith C.,Quinn E.,200,130,6,3,6,4,,,,,,,2,,12,7,Completed,1.52,2.49
2025-04-03,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,2nd Round,3,Paul T.,Garin C.,13,133,2,6,6,2,7,6,,,,,2,1,15,14,Completed,1.35,3.14
2025-04-03,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,2nd Round,3,Kovacevic A.,Denolly C.,79,328,6,3,6,3,,,,,,,2,,12,6,Completed,1.19,4.65
2025-04-03,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,2nd Round,3,Nakashima B.,McDonald M.,33,100,6,1,7,5,,,,,,,2,,13,6,Completed,1.43,2.78
2025-04-03,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,2nd Round,3,Eubanks C.,Nishikori K.,117,66,6,1,,,,,,,,,1,,6,1,Retired,4.18,1.22
2025-04-04,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,2nd Round,3,Tiafoe F.,Walton A.,17,85,7,5,6,3,,,,,,,2,,13,8,Completed,1.28,3.64
2025-04-04,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,2nd Round,3,Michelsen A.,Mannarino A.,34,144,6,7,6,4,6,2,,,,,2,1,18,13,Completed,1.12,6.01
2025-04-04,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,Quarterfinals,3,Brooksby J.,Kovacevic A.,507,79,2,6,6,3,6,4,,,,,2,1,14,13,Completed,1.73,2.09
2025-04-04,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,Quarterfinals,3,Paul T.,Smith C.,13,200,6,1,7,6,,,,,,,2,,13,7,Completed,1.37,3.08
2025-04-04,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,Quarterfinals,3,Nakashima B.,Eubanks C.,33,117,6,4,6,4,,,,,,,2,,12,8,Completed,1.19,4.47
2025-04-05,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,Quarterfinals,3,Tiafoe F.,Michelsen A.,17,34,7,5,6,1,,,,,,,2,,13,6,Completed,1.5,2.59
2025-04-05,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,Semifinals,3,Brooksby J.,Paul T.,507,13,7,6,3,6,7,6,,,,,2,1,17,18,Completed,3.82,1.26
2025-04-06,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,Semifinals,3,Tiafoe F.,Nakashima B.,17,33,6,4,7,6,,,,,,,2,,13,10,Completed,1.78,2.05
2025-04-06,U.S.Men's Clay Court Championships,ATP250,Outdoor,Clay,The Final,3,Brooksby J.,Tiafoe F.,507,17,6,4,6,2,,,,,,,2,,12,6,Completed,2.65,1.48
2025-03-31,Grand Prix Hassan II,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Baadi T.,51,703,7,6,6,3,,,,,,,2,,13,9,Completed,1.01,18.32
2025-03-31,Grand Prix Hassan II,ATP250,Outdoor,Clay,1st Round,3,Collignon R.,Fognini F.,92,99,6,3,6,3,,,,,,,2,,12,6,Completed,1.48,2.59
2025-03-31,Grand Prix Hassan II,ATP250,Outdoor,Clay,1st Round,3,Dellien H.,Vukic A.,102,76,7,5,4,6,7,5,,,,,2,1,18,16,Completed,1.55,2.4
2025-04-01,Grand Prix Hassan II,ATP250,Outdoor,Clay,1st Round,3,De Jong J.,Benchetrit E.,98,608,7,5,6,1,,,,,,,2,,13,6,Completed,1.06,8.95
2025-04-01,Grand Prix Hassan II,ATP250,Outdoor,Clay,1st Round,3,Virtanen O.,Altmaier D.,135,83,6,2,4,6,7,6,,,,,2,1,17,14,Completed,3.63,1.28
2025-04-01,Grand Prix Hassan II,ATP250,Outdoor,Clay,1st Round,3,Majchrzak K.,Munar J.,122,55,6,4,6,3,,,,,,,2,,12,7,Completed,3.02,1.37
2025-04-01,Grand Prix Hassan II,ATP250,Outdoor,Clay,1st Round,3,Bellucci M.,Kotov P.,71,107,6,4,6,4,,,,,,,2,,12,8,Completed,2.05,1.76
2025-04-01,Grand Prix Hassan II,ATP250,Outdoor,Clay,1st Round,3,Carreno Busta P.,Lalami Laaroussi Y.,110,1193,6,1,6,3,,,,,,,2,,12,4,Completed,1.01,20.65
2025-04-01,Grand Prix Hassan II,ATP250,Outdoor,Clay,1st Round,3,Herbert P.,Coria F.,169,126,4,6,6,3,6,2,,,,,2,1,16,11,Completed,2.44,1.54
2025-04-01,Grand Prix Hassan II,ATP250,Outdoor,Clay,1st Round,3,Gaston H.,Cerundolo J.M.,84,128,5,7,6,3,6,4,,,,,2,1,17,14,Completed,1.97,1.81
2025-04-02,Grand Prix Hassan II,ATP250,Outdoor,Clay,1st Round,3,Darderi L.,Boyer T.,57,121,6,4,6,4,,,,,,,2,,12,8,Completed,1.48,2.62
2025-04-02,Grand Prix Hassan II,ATP250,Outdoor,Clay,1st Round,3,Kopriva V.,Gojo B.,106,414,2,6,6,2,6,4,,,,,2,1,14,12,Completed,1.63,2.25
2025-04-02,Grand Prix Hassan II,ATP250,Outdoor,Clay,2nd Round,3,Muller A.,Dellien H.,41,102,6,7,6,1,6,4,,,,,2,1,18,12,Completed,1.51,2.53
2025-04-02,Grand Prix Hassan II,ATP250,Outdoor,Clay,2nd Round,3,Majchrzak K.,De Jong J.,122,98,7,6,6,1,,,,,,,2,,13,7,Completed,1.78,1.99
2025-04-02,Grand Prix Hassan II,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,Virtanen O.,51,135,6,4,6,4,,,,,,,2,,12,8,Completed,1.35,3.12
2025-04-02,Grand Prix Hassan II,ATP250,Outdoor,Clay,2nd Round,3,Borges N.,Collignon R.,43,92,6,2,3,6,7,6,,,,,2,1,16,14,Completed,1.57,2.36
2025-04-03,Grand Prix Hassan II,ATP250,Outdoor,Clay,2nd Round,3,Bellucci M.,Herbert P.,71,169,6,2,7,5,,,,,,,2,,13,7,Completed,1.57,2.35
2025-04-03,Grand Prix Hassan II,ATP250,Outdoor,Clay,2nd Round,3,Griekspoor T.,Carreno Busta P.,37,110,7,6,3,6,6,3,,,,,2,1,16,15,Completed,1.72,2.1
2025-04-03,Grand Prix Hassan II,ATP250,Outdoor,Clay,2nd Round,3,Darderi L.,Gaston H.,57,84,2,6,6,2,6,3,,,,,2,1,14,11,Completed,1.53,2.48
2025-04-03,Grand Prix Hassan II,ATP250,Outdoor,Clay,2nd Round,3,Kopriva V.,Sonego L.,106,38,6,2,5,7,6,4,,,,,2,1,17,13,Completed,2.32,1.59
2025-04-04,Grand Prix Hassan II,ATP250,Outdoor,Clay,Quarterfinals,3,Carballes Baena R.,Borges N.,51,43,6,4,6,4,,,,,,,2,,12,8,Completed,1.99,1.8
2025-04-04,Grand Prix Hassan II,ATP250,Outdoor,Clay,Quarterfinals,3,Darderi L.,Kopriva V.,57,106,7,5,6,2,,,,,,,2,,13,7,Completed,1.53,2.45
2025-04-04,Grand Prix Hassan II,ATP250,Outdoor,Clay,Quarterfinals,3,Griekspoor T.,Bellucci M.,37,71,6,3,6,4,,,,,,,2,,12,7,Completed,1.44,2.76
2025-04-04,Grand Prix Hassan II,ATP250,Outdoor,Clay,Quarterfinals,3,Majchrzak K.,Muller A.,122,41,7,5,6,4,,,,,,,2,,13,9,Completed,2.15,1.69
2025-04-05,Grand Prix Hassan II,ATP250,Outdoor,Clay,Semifinals,3,Darderi L.,Carballes Baena R.,57,51,6,3,6,2,,,,,,,2,,12,5,Completed,1.91,1.89
2025-04-05,Grand Prix Hassan II,ATP250,Outdoor,Clay,Semifinals,3,Griekspoor T.,Majchrzak K.,37,122,7,5,7,6,,,,,,,2,,14,11,Completed,1.63,2.26
2025-04-06,Grand Prix Hassan II,ATP250,Outdoor,Clay,The Final,3,Darderi L.,Griekspoor T.,57,37,7,6,7,6,,,,,,,2,,14,12,Completed,2.22,1.65
