Datum,Turnier,Serie,Court,Belag,Runde,BestOf,Sieger,Verlierer,SRang,VRang,S1,V1,S2,V2,S3,V3,S4,V4,S5,V5,SSaetze,VSaetze,SSpiele,VSpiele,Status,QuoteS,QuoteV
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Zhang Zh.,Vukic A.,44,89,6,4,4,6,6,3,7,5,,,3,1,23,18,Completed,1.35,3.22
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,De Jong J.,Draper J.,176,39,7,5,6,4,6,7,3,6,6,3,3,2,28,25,Completed,4.12,1.24
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Hurkacz H.,Mochizuki S.,8,162,4,6,6,3,3,6,6,0,6,3,3,2,25,18,Completed,1.04,12.27
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Dimitrov G.,Kovacevic A.,10,87,6,4,6,3,6,4,,,,,3,,18,11,Completed,1.09,7.5
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Marterer M.,Thompson J.,101,36,6,3,6,2,6,0,,,,,3,,18,5,Completed,2.42,1.57
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Alcaraz C.,Wolf J.J.,3,107,6,1,6,2,6,1,,,,,3,,18,4,Completed,1.01,23.24
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Gasquet R.,Coric B.,124,73,7,6,7,6,6,4,,,,,3,,20,16,Completed,3.1,1.37
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Muller A.,Nardi L.,90,72,6,4,6,1,6,3,,,,,3,,18,8,Completed,1.56,2.44
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Bergs Z.,Tabilo A.,104,24,3,6,7,6,6,2,6,2,,,3,1,22,16,Completed,3.12,1.37
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Nishikori K.,Diallo G.,350,166,7,5,7,6,3,6,1,6,7,5,3,2,25,28,Completed,2.56,1.52
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Marozsan F.,Kukushkin M.,43,136,6,2,6,2,6,3,,,,,3,,18,7,Completed,1.26,3.93
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Korda S.,Mayot H.,28,122,6,2,7,6,6,4,,,,,3,,19,12,Completed,1.19,4.71
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Altmaier D.,Djere L.,83,52,7,5,6,4,6,7,5,7,7,6,3,2,31,29,Completed,1.56,2.44
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Moutet C.,Jarry N.,79,19,6,2,6,1,3,6,6,0,,,3,1,21,9,Completed,2.81,1.44
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Ofner S.,Atmane T.,45,121,3,6,4,6,7,6,6,2,7,5,3,2,27,25,Completed,1.54,2.5
2024-05-26,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Wawrinka S.,Murray A.,98,75,6,4,6,4,6,2,,,,,3,,18,10,Completed,1.55,2.46
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Kwon S.W.,Ruusuvuori E.,494,67,6,3,6,4,6,3,,,,,3,,18,10,Completed,5.86,1.14
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Shevchenko A.,Karatsev A.,59,82,6,4,4,6,1,6,6,1,6,4,3,2,23,21,Completed,1.58,2.41
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Sinner J.,Eubanks C.,2,46,6,3,6,3,6,4,,,,,3,,18,10,Completed,1.02,17.1
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Squire H.,Purcell M.,221,94,6,2,6,2,3,6,4,6,7,6,3,2,26,22,Completed,1.48,2.68
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Shelton B.,Gaston H.,15,88,3,6,6,3,6,4,6,4,,,3,1,21,17,Completed,1.4,2.96
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Auger-Aliassime F.,Nishioka Y.,21,70,6,2,6,4,6,4,,,,,3,,18,10,Completed,1.19,4.87
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Baez S.,Heide G.,20,174,4,6,6,3,6,1,4,6,6,3,3,2,26,19,Completed,1.17,5.18
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Arnaldi M.,Fils A.,35,38,6,3,4,6,6,4,6,2,,,3,1,22,15,Completed,2.07,1.77
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Tsitsipas S.,Fucsovics M.,9,54,7,6,6,4,6,1,,,,,3,,19,11,Completed,1.11,6.77
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Kovalik J.,Giron M.,145,50,7,6,6,4,3,6,7,6,,,3,1,23,22,Completed,2.09,1.77
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Khachanov K.,Nagal S.,18,95,6,2,6,0,7,6,,,,,3,,19,8,Completed,1.13,6.11
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Zverev A.,Nadal R.,4,275,6,3,7,6,6,3,,,,,3,,19,12,Completed,1.31,3.49
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Kotov P.,Norrie C.,56,33,4,6,6,3,3,6,7,6,6,2,3,2,26,23,Completed,2.85,1.43
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Cerundolo F.,Hanfmann Y.,27,85,6,3,6,3,6,4,,,,,3,,18,10,Completed,1.32,3.47
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Misolic F.,Virtanen O.,243,156,4,6,4,6,6,3,6,4,6,2,3,2,26,21,Completed,1.54,2.5
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Tiafoe F.,Bellucci M.,26,173,6,3,3,6,6,7,6,4,6,4,3,2,27,24,Completed,1.31,3.55
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Musetti L.,Galan D.E.,30,106,6,3,6,3,7,5,,,,,3,,19,11,Completed,1.15,5.65
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Paul T.,Cachin P.,14,108,6,2,6,3,6,1,,,,,3,,18,6,Completed,1.1,7.14
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Shapovalov D.,Van Assche L.,118,103,6,3,6,4,6,4,,,,,3,,18,11,Completed,1.61,2.34
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Kecmanovic M.,Monteiro T.,57,86,6,2,6,1,4,6,7,5,,,3,1,23,14,Completed,1.84,1.97
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Lajovic D.,Safiullin R.,61,42,4,6,7,5,6,4,6,7,6,4,3,2,29,26,Completed,1.64,2.29
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Monfils G.,Seyboth Wild T.,37,58,6,2,3,6,6,3,6,4,,,3,1,21,15,Completed,2.27,1.65
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Fognini F.,Van De Zandschulp B.,93,102,6,1,6,1,7,5,,,,,3,,19,7,Completed,2.65,1.49
2024-05-27,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Medvedev D.,Koepfer D.,5,65,6,3,6,4,5,7,6,3,,,3,1,23,17,Completed,1.2,4.66
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Etcheverry T.,Cazaux A.,29,77,3,6,6,2,6,1,6,4,,,3,1,21,13,Completed,1.2,4.54
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Ruud C.,Meligeni Alves F.,7,137,6,3,6,4,6,3,,,,,3,,18,10,Completed,1.05,10.54
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Machac T.,Borges N.,34,47,7,6,6,4,6,3,,,,,3,,19,13,Completed,1.6,2.38
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Davidovich Fokina A.,Vacherot V.,32,116,4,6,6,2,6,2,7,6,,,3,1,23,16,Completed,1.22,4.27
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Munar J.,Bautista Agut R.,64,81,6,1,4,6,6,4,6,1,,,3,1,22,12,Completed,1.69,2.2
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,De Minaur A.,Michelsen A.,11,60,6,1,6,0,6,2,,,,,3,,18,3,Completed,1.1,7.13
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Navone M.,Carreno Busta P.,31,1049,5,7,6,1,6,3,6,0,,,3,1,23,11,Completed,1.16,5.39
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Rinderknech A.,Walton A.,69,96,6,2,6,4,7,5,,,,,3,,19,11,Completed,1.17,5.13
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Fritz T.,Coria F.,12,71,2,6,6,1,6,2,6,1,,,3,1,20,10,Completed,1.13,6.09
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Goffin D.,Mpetshi G.,115,66,4,6,6,4,6,3,6,7,6,3,3,2,28,23,Completed,2.24,1.66
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Cobolli F.,Medjedovic H.,53,135,6,2,6,3,6,7,6,3,,,3,1,24,15,Completed,2.53,1.53
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Struff J.L.,Burruchaga R.,41,144,6,3,6,2,6,1,,,,,3,,18,6,Completed,1.14,5.99
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Rune H.,Evans D.,13,62,6,4,6,4,6,4,,,,,3,,18,12,Completed,1.09,7.84
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Zeppieri G.,Mannarino A.,148,22,4,6,6,2,6,1,6,2,,,3,1,22,11,Completed,1.23,4.28
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Darderi L.,Hijikata R.,40,78,6,3,7,6,6,1,,,,,3,,19,10,Completed,1.08,8.14
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Kokkinakis T.,Popyrin A.,100,51,4,6,7,6,6,3,5,7,6,3,3,2,28,25,Completed,1.98,1.83
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Carballes Baena R.,Lestienne C.,63,91,6,3,7,5,4,6,6,2,,,3,1,23,16,Completed,1.15,5.44
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Griekspoor T.,Mcdonald M.,25,74,6,3,6,4,1,6,6,2,,,3,1,19,15,Completed,1.12,6.58
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Djokovic N.,Herbert P.H.,1,142,6,4,7,6,6,4,,,,,3,,19,14,Completed,1.02,17.79
2024-05-28,French Open,Grand Slam,Outdoor,Clay,1st Round,5,Bublik A.,Barrere G.,17,112,6,4,7,5,6,3,,,,,3,,19,12,Completed,1.9,1.92
2024-05-29,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Tsitsipas S.,Altmaier D.,9,83,6,3,6,2,6,7,6,4,,,3,1,24,16,Completed,1.06,9.61
2024-05-29,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Alcaraz C.,De Jong J.,3,176,6,3,6,4,2,6,6,2,,,3,1,20,15,Completed,1.01,22.91
2024-05-29,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Rublev A.,Martinez P.,6,48,6,3,6,4,6,3,,,,,3,,18,10,Completed,1.12,6.39
2024-05-29,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Kotov P.,Wawrinka S.,56,98,7,6,6,4,1,6,7,6,,,3,1,21,22,Completed,1.57,2.43
2024-05-29,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Sinner J.,Gasquet R.,2,124,6,4,6,2,6,4,,,,,3,,18,10,Completed,1.03,15.54
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Arnaldi M.,Muller A.,35,90,6,4,6,1,6,3,,,,,3,,18,8,Completed,1.53,2.5
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Korda S.,Kwon S.W.,28,494,6,4,6,4,1,6,6,3,,,3,1,19,17,Completed,1.15,5.37
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Shapovalov D.,Tiafoe F.,118,26,6,7,6,4,6,2,6,4,,,3,1,24,17,Completed,1.54,2.49
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Ofner S.,Baez S.,45,20,3,6,3,6,6,4,7,5,7,6,3,2,26,27,Completed,4.33,1.22
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Bergs Z.,Marterer M.,104,101,3,6,6,3,6,1,6,3,,,3,1,21,13,Completed,1.41,2.92
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Hurkacz H.,Nakashima B.,8,84,6,7,6,1,6,3,7,6,,,3,1,25,17,Completed,1.33,3.37
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Dimitrov G.,Marozsan F.,10,43,6,0,6,3,6,4,,,,,3,,18,7,Completed,1.34,3.31
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Medvedev D.,Kecmanovic M.,5,57,6,1,5,0,,,,,,,1,,11,1,Retired,1.27,3.8
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Auger-Aliassime F.,Squire H.,21,221,6,4,4,6,6,3,6,2,,,3,1,22,15,Completed,1.07,8.63
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Griekspoor T.,Darderi L.,25,40,7,6,6,3,6,3,,,,,3,,19,12,Completed,2.23,1.67
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Zhang Zh.,Sonego L.,44,49,7,5,3,6,6,1,6,4,,,3,1,22,16,Completed,1.93,1.86
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Zverev A.,Goffin D.,4,115,7,6,6,2,6,2,,,,,3,,19,10,Completed,1.04,12.04
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Djokovic N.,Carballes Baena R.,1,63,6,4,6,1,6,2,,,,,3,,18,7,Completed,1.03,13.61
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Moutet C.,Shevchenko A.,79,59,6,4,6,2,0,6,6,3,,,3,1,18,15,Completed,1.45,2.76
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,De Minaur A.,Munar J.,11,64,7,5,6,1,6,4,,,,,3,,19,10,Completed,1.3,3.59
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Shelton B.,Nishikori K.,15,350,7,6,6,4,,,,,,,2,,13,10,Retired,1.16,5.27
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Paul T.,Fognini F.,14,93,6,1,6,0,6,2,,,,,3,,18,3,Completed,1.19,4.8
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Rune H.,Cobolli F.,13,53,6,4,6,3,3,6,3,6,7,6,3,2,25,25,Completed,1.45,2.76
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Machac T.,Navone M.,34,31,6,2,6,1,3,6,1,6,6,1,3,2,22,16,Completed,1.67,2.22
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Kokkinakis T.,Zeppieri G.,100,148,1,6,4,6,6,3,7,6,6,2,3,2,24,23,Completed,1.68,2.21
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Kovalik J.,Khachanov K.,145,18,4,6,4,6,6,4,6,3,6,4,3,2,26,23,Completed,8.23,1.08
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Struff J.L.,Bublik A.,41,17,6,2,6,2,6,3,,,,,3,,18,7,Completed,1.28,3.78
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Cerundolo F.,Misolic F.,27,243,6,2,7,6,6,0,,,,,3,,19,8,Completed,1.13,6.14
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Ruud C.,Davidovich Fokina A.,7,32,7,6,1,6,6,3,4,6,6,3,3,2,24,24,Completed,1.17,5.09
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Fritz T.,Lajovic D.,12,61,6,3,3,6,6,3,6,4,,,3,1,21,16,Completed,1.19,4.75
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Musetti L.,Monfils G.,30,37,7,5,6,1,6,4,,,,,3,,19,10,Completed,1.45,2.77
2024-05-30,French Open,Grand Slam,Outdoor,Clay,2nd Round,5,Etcheverry T.,Rinderknech A.,29,69,3,6,6,7,6,1,5,0,,,1,2,20,14,Retired,1.28,3.73
2024-05-31,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Arnaldi M.,Rublev A.,35,6,7,6,6,2,6,4,,,,,3,,19,12,Completed,4.57,1.2
2024-05-31,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Sinner J.,Kotov P.,2,56,6,4,6,4,6,4,,,,,3,,18,12,Completed,1.03,13.59
2024-05-31,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Tsitsipas S.,Zhang Zh.,9,44,6,3,6,3,6,1,,,,,3,,18,7,Completed,1.09,7.42
2024-05-31,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Moutet C.,Ofner S.,79,45,3,6,6,4,6,4,6,1,,,3,1,21,15,Completed,1.35,3.21
2024-05-31,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Alcaraz C.,Korda S.,3,28,6,4,7,6,6,3,,,,,3,,19,13,Completed,1.1,7.11
2024-06-01,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,De Minaur A.,Struff J.L.,11,41,4,6,6,4,6,3,6,3,,,3,1,22,16,Completed,1.86,1.95
2024-06-01,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Auger-Aliassime F.,Shelton B.,21,15,6,4,6,2,6,1,,,,,3,,18,7,Completed,1.56,2.44
2024-06-01,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Medvedev D.,Machac T.,5,34,7,6,7,5,1,6,6,4,,,3,1,21,21,Completed,1.33,3.35
2024-06-01,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Zverev A.,Griekspoor T.,4,25,3,6,6,4,6,2,4,6,7,6,3,2,26,24,Completed,1.1,7.0
2024-06-01,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Hurkacz H.,Shapovalov D.,8,118,6,3,7,6,4,6,6,1,,,3,1,23,16,Completed,1.42,2.92
2024-06-01,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Rune H.,Kovalik J.,13,145,7,5,6,1,7,6,,,,,3,,20,12,Completed,1.12,6.4
2024-06-01,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Cerundolo F.,Paul T.,27,14,3,6,6,3,6,3,6,2,,,3,1,21,14,Completed,2.25,1.66
2024-06-01,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Fritz T.,Kokkinakis T.,12,100,6,3,6,2,6,7,5,7,6,3,3,2,29,22,Completed,1.14,5.81
2024-06-01,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Dimitrov G.,Bergs Z.,10,104,6,3,7,6,4,6,6,4,,,3,1,23,19,Completed,1.19,4.83
2024-06-01,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Ruud C.,Etcheverry T.,7,29,6,4,1,6,6,2,6,2,,,3,1,19,14,Completed,1.22,4.27
2024-06-01,French Open,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,Musetti L.,1,30,7,5,6,7,2,6,6,3,6,0,3,2,27,21,Completed,1.2,4.57
2024-06-02,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Tsitsipas S.,Arnaldi M.,9,35,3,6,7,6,6,2,6,2,,,3,1,22,16,Completed,1.2,4.65
2024-06-02,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Alcaraz C.,Auger-Aliassime F.,3,21,6,3,6,3,6,1,,,,,3,,18,7,Completed,1.12,6.56
2024-06-02,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Dimitrov G.,Hurkacz H.,10,8,7,6,6,4,7,6,,,,,3,,20,16,Completed,1.59,2.38
2024-06-02,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Sinner J.,Moutet C.,2,79,2,6,6,3,6,2,6,1,,,3,1,20,12,Completed,1.05,10.75
2024-06-03,French Open,Grand Slam,Outdoor,Clay,4th Round,5,De Minaur A.,Medvedev D.,11,5,4,6,6,2,6,1,6,3,,,3,1,22,12,Completed,2.36,1.59
2024-06-03,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Cerundolo F.,1,27,6,1,5,7,3,6,7,5,6,3,3,2,27,22,Completed,1.16,5.27
2024-06-03,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Ruud C.,Fritz T.,7,12,7,6,3,6,6,4,6,2,,,3,1,22,18,Completed,1.32,3.41
2024-06-03,French Open,Grand Slam,Outdoor,Clay,4th Round,5,Zverev A.,Rune H.,4,13,4,6,6,1,5,7,7,6,6,2,3,2,28,22,Completed,1.35,3.21
2024-06-04,French Open,Grand Slam,Outdoor,Clay,Quarterfinals,5,Sinner J.,Dimitrov G.,2,10,6,2,6,4,7,6,,,,,3,,19,12,Completed,1.2,4.66
2024-06-04,French Open,Grand Slam,Outdoor,Clay,Quarterfinals,5,Alcaraz C.,Tsitsipas S.,3,9,6,3,7,6,6,4,,,,,3,,19,13,Completed,1.23,4.25
2024-06-05,French Open,Grand Slam,Outdoor,Clay,Quarterfinals,5,Zverev A.,De Minaur A.,4,11,6,4,7,6,6,4,,,,,3,,19,14,Completed,1.37,3.11
2024-06-07,French Open,Grand Slam,Outdoor,Clay,Semifinals,5,Alcaraz C.,Sinner J.,3,2,2,6,6,3,3,6,6,4,6,3,3,2,23,22,Completed,1.67,2.22
2024-06-07,French Open,Grand Slam,Outdoor,Clay,Semifinals,5,Zverev A.,Ruud C.,4,7,2,6,6,2,6,4,6,2,,,3,1,20,14,Completed,1.79,2.03
2024-06-09,French Open,Grand Slam,Outdoor,Clay,The Final,5,Alcaraz C.,Zverev A.,3,4,6,3,2,6,5,7,6,1,6,2,3,2,25,19,Completed,1.35,3.26
2024-06-10,Stuttgart Open,ATP250,Outdoor,Grass,1st Round,3,Draper J.,Ofner S.,40,52,7,6,7,6,,,,,,,2,,14,12,Completed,1.25,3.86
2024-06-10,Stuttgart Open,ATP250,Outdoor,Grass,1st Round,3,Koepfer D.,Zhang Zh.,65,44,4,6,7,6,7,6,,,,,2,1,18,18,Completed,1.76,2.02
2024-06-10,Stuttgart Open,ATP250,Outdoor,Grass,1st Round,3,Hanfmann Y.,Squire H.,91,178,6,3,6,3,,,,,,,2,,12,6,Completed,1.66,2.18
2024-06-10,Stuttgart Open,ATP250,Outdoor,Grass,1st Round,3,Medjedovic H.,Marozsan F.,131,42,6,7,6,1,6,4,,,,,2,1,18,12,Completed,1.61,2.28
2024-06-11,Stuttgart Open,ATP250,Outdoor,Grass,1st Round,3,Musetti L.,Mpetshi G.,30,66,7,6,7,6,,,,,,,2,,14,12,Completed,1.72,2.1
2024-06-11,Stuttgart Open,ATP250,Outdoor,Grass,1st Round,3,Duckworth J.,Herbert P.H.,101,139,6,4,7,6,,,,,,,2,,13,10,Completed,1.79,2.0
2024-06-11,Stuttgart Open,ATP250,Outdoor,Grass,1st Round,3,Nakashima B.,Eubanks C.,70,45,7,6,6,4,,,,,,,2,,13,10,Completed,1.57,2.34
2024-06-11,Stuttgart Open,ATP250,Outdoor,Grass,1st Round,3,Berrettini M.,Safiullin R.,95,43,7,6,5,7,7,5,,,,,2,1,19,18,Completed,1.55,2.41
2024-06-11,Stuttgart Open,ATP250,Outdoor,Grass,1st Round,3,Rinderknech A.,Michelsen A.,67,61,6,4,7,5,,,,,,,2,,13,9,Completed,2.42,1.55
2024-06-11,Stuttgart Open,ATP250,Outdoor,Grass,1st Round,3,Shapovalov D.,Martineau M.,117,179,7,6,7,5,,,,,,,2,,14,11,Completed,1.21,4.26
2024-06-11,Stuttgart Open,ATP250,Outdoor,Grass,1st Round,3,Giron M.,Murray A.,54,97,6,3,6,4,,,,,,,2,,12,7,Completed,2.27,1.62
2024-06-11,Stuttgart Open,ATP250,Outdoor,Grass,1st Round,3,Struff J.L.,Cobolli F.,35,50,7,6,6,3,,,,,,,2,,13,9,Completed,1.17,4.88
2024-06-12,Stuttgart Open,ATP250,Outdoor,Grass,2nd Round,3,Musetti L.,Koepfer D.,30,65,6,7,7,6,6,3,,,,,2,1,19,16,Completed,1.57,2.36
2024-06-12,Stuttgart Open,ATP250,Outdoor,Grass,2nd Round,3,Tiafoe F.,Hanfmann Y.,28,91,7,5,7,6,,,,,,,2,,14,11,Completed,1.46,2.67
2024-06-12,Stuttgart Open,ATP250,Outdoor,Grass,2nd Round,3,Bublik A.,Medjedovic H.,17,131,6,1,7,6,,,,,,,2,,13,7,Completed,1.58,2.35
2024-06-12,Stuttgart Open,ATP250,Outdoor,Grass,2nd Round,3,Draper J.,Giron M.,40,54,6,4,3,6,6,3,,,,,2,1,15,13,Completed,1.3,3.49
2024-06-13,Stuttgart Open,ATP250,Outdoor,Grass,2nd Round,3,Nakashima B.,Gasquet R.,70,116,6,3,6,4,,,,,,,2,,12,7,Completed,1.31,3.36
2024-06-13,Stuttgart Open,ATP250,Outdoor,Grass,2nd Round,3,Struff J.L.,Rinderknech A.,35,67,6,4,7,6,,,,,,,2,,13,10,Completed,1.23,4.08
2024-06-13,Stuttgart Open,ATP250,Outdoor,Grass,2nd Round,3,Berrettini M.,Shapovalov D.,95,117,6,4,6,4,,,,,,,2,,12,8,Completed,1.6,2.3
2024-06-13,Stuttgart Open,ATP250,Outdoor,Grass,2nd Round,3,Duckworth J.,Shelton B.,101,14,7,6,4,6,6,3,,,,,2,1,17,15,Completed,2.87,1.4
2024-06-14,Stuttgart Open,ATP250,Outdoor,Grass,Quarterfinals,3,Draper J.,Tiafoe F.,40,28,5,7,6,4,7,6,,,,,2,1,18,17,Completed,1.48,2.61
2024-06-14,Stuttgart Open,ATP250,Outdoor,Grass,Quarterfinals,3,Berrettini M.,Duckworth J.,95,101,6,4,7,5,,,,,,,2,,13,9,Completed,1.22,4.13
2024-06-14,Stuttgart Open,ATP250,Outdoor,Grass,Quarterfinals,3,Musetti L.,Bublik A.,30,17,4,6,6,1,1,0,,,,,1,1,11,7,Retired,2.75,1.44
2024-06-15,Stuttgart Open,ATP250,Outdoor,Grass,Semifinals,3,Draper J.,Nakashima B.,40,70,6,3,6,3,,,,,,,2,,12,6,Completed,1.47,2.63
2024-06-15,Stuttgart Open,ATP250,Outdoor,Grass,Semifinals,3,Berrettini M.,Musetti L.,95,30,6,4,6,0,,,,,,,2,,12,4,Completed,1.39,2.96
2024-06-16,Stuttgart Open,ATP250,Outdoor,Grass,The Final,3,Draper J.,Berrettini M.,40,95,3,6,7,6,6,4,,,,,2,1,16,16,Completed,2.18,1.67
2024-06-10,Rosmalen Grass Court Championships,ATP250,Outdoor,Grass,1st Round,3,Nardi L.,Goffin D.,73,109,7,5,7,5,,,,,,,2,,14,10,Completed,2.7,1.45
2024-06-11,Rosmalen Grass Court Championships,ATP250,Outdoor,Grass,1st Round,3,Mannarino A.,Napolitano S.,21,125,3,6,7,6,6,2,,,,,2,1,16,14,Completed,1.32,3.3
