Datum,GamePk,Park,Heim,Gast,HeimF5,GastF5,HeimI1,GastI1,HeimR,GastR,HeimHits,GastHits,HeimHitsF5,GastHitsF5,HeimStarterId,HeimStarter,GastStarterId,GastStarter
2024-09-06,745777,Citi Field,New York Mets,Cincinnati Reds,2,2,2,0,6,4,9,3,2,2,640455,Sean Manaea,518585,Fernando Cruz
2024-09-06,746912,Fenway Park,Boston Red Sox,Chicago White Sox,1,1,0,0,3,1,5,6,3,5,601713,Nick Pivetta,663436,Davis Martin
2024-09-06,746016,loanDepot park,Miami Marlins,Philadelphia Phillies,1,10,0,3,2,16,5,22,2,15,685116,Austin Kitchen,554430,Zack Wheeler
2024-09-06,747074,Truist Park,Atlanta Braves,Toronto Blue Jays,3,1,0,0,3,1,7,7,5,2,608331,Max Fried,592332,Kevin Gausman
2024-09-06,744967,Globe Life Field,Texas Rangers,Los Angeles Angels,0,2,0,0,1,5,4,7,1,4,642520,Gerson Garabito,691951,Sam Aldegheri
2024-09-06,746343,Minute Maid Park,Houston Astros,Arizona Diamondbacks,4,0,0,0,8,0,12,2,8,1,664285,Framber Valdez,694297,Brandon Pfaadt
2024-09-06,746257,Kauffman Stadium,Kansas City Royals,Minnesota Twins,4,0,0,0,5,0,10,4,9,4,666142,Cole Ragans,805673,Zebby Matthews
2024-09-06,745131,Busch Stadium,St. Louis Cardinals,Seattle Mariners,0,1,0,0,1,6,5,11,3,5,607200,Erick Fedde,682243,Bryce Miller
2024-09-06,745611,Oakland Coliseum,Oakland Athletics,Detroit Tigers,1,1,0,0,7,6,15,12,6,8,687765,Mitch Spence,669373,Tarik Skubal
2024-09-06,745371,Petco Park,San Diego Padres,San Francisco Giants,4,0,3,0,5,1,9,6,7,4,650633,Michael King,696131,Mason Black
2024-09-06,746104,Dodger Stadium,Los Angeles Dodgers,Cleveland Guardians,0,0,0,0,1,3,6,5,1,1,689017,Landon Knack,571510,Matthew Boyd
2024-09-07,745455,PNC Park,Pittsburgh Pirates,Washington Nationals,0,2,0,0,3,5,5,7,0,3,682847,Luis Ortiz,687792,DJ Herz
2024-09-07,745456,PNC Park,Pittsburgh Pirates,Washington Nationals,4,2,2,0,6,8,11,13,8,5,656605,Mitch Keller,680730,Mitchell Parker
2024-09-07,746829,Wrigley Field,Chicago Cubs,New York Yankees,0,1,0,1,0,2,4,4,4,2,665871,Javier Assad,657376,Clarke Schmidt
2024-09-07,746986,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,0,2,0,1,1,7,6,12,5,5,621107,Zach Eflin,686752,Ryan Pepiot
2024-09-07,745613,Oakland Coliseum,Oakland Athletics,Detroit Tigers,1,0,0,0,1,2,6,5,5,2,669620,Brady Basso,669724,Brenan Hanifee
2024-09-07,746344,Minute Maid Park,Houston Astros,Arizona Diamondbacks,5,3,0,0,11,5,13,10,7,6,579328,Yusei Kikuchi,593958,Eduardo Rodriguez
2024-09-07,745775,Citi Field,New York Mets,Cincinnati Reds,0,0,0,0,4,0,7,6,1,4,500779,Jose Quintana,596001,Jakob Junis
2024-09-07,746018,loanDepot park,Miami Marlins,Philadelphia Phillies,5,3,2,1,9,5,14,11,9,6,670766,Darren McCaughan,605400,Aaron Nola
2024-09-07,744963,Globe Life Field,Texas Rangers,Los Angeles Angels,2,2,0,2,6,4,7,3,1,2,683004,Jack Leiter,542881,Tyler Anderson
2024-09-07,745942,American Family Field,Milwaukee Brewers,Colorado Rockies,5,1,2,0,5,2,10,6,7,3,668964,Tobias Myers,621389,Ty Blach
2024-09-07,745125,Busch Stadium,St. Louis Cardinals,Seattle Mariners,0,0,0,0,2,0,2,5,1,3,502043,Kyle Gibson,669302,Logan Gilbert
2024-09-07,746259,Kauffman Stadium,Kansas City Royals,Minnesota Twins,0,2,0,0,4,2,6,5,1,4,679525,Alec Marsh,641927,Bailey Ober
2024-09-07,746911,Fenway Park,Boston Red Sox,Chicago White Sox,7,2,4,2,7,5,10,10,10,6,681867,Cooper Criswell,676979,Garrett Crochet
2024-09-07,747076,Truist Park,Atlanta Braves,Toronto Blue Jays,1,6,0,0,5,9,10,17,4,10,680885,Spencer Schwellenbach,621244,José Berríos
2024-09-07,745372,Petco Park,San Diego Padres,San Francisco Giants,3,4,2,0,3,6,11,8,8,6,656302,Dylan Cease,657277,Logan Webb
2024-09-07,746099,Dodger Stadium,Los Angeles Dodgers,Cleveland Guardians,7,2,6,0,7,2,8,7,7,5,518489,Ryan Brasier,668909,Gavin Williams
2024-09-08,746989,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,0,0,0,0,0,2,5,8,3,4,669203,Corbin Burnes,641793,Zack Littell
2024-09-08,745453,PNC Park,Pittsburgh Pirates,Washington Nationals,6,2,4,1,7,3,12,6,9,4,683003,Jared Jones,571578,Patrick Corbin
2024-09-08,747072,Truist Park,Atlanta Braves,Toronto Blue Jays,1,0,0,0,4,3,8,8,2,1,519242,Chris Sale,684320,Yariel Rodríguez
2024-09-08,746910,Fenway Park,Boston Red Sox,Chicago White Sox,1,0,0,0,2,7,8,12,5,5,690916,Richard Fitts,623167,Chris Flexen
2024-09-08,745774,Citi Field,New York Mets,Cincinnati Reds,0,0,0,0,1,3,4,7,2,2,622663,Luis Severino,687924,Julian Aguiar
2024-09-08,746017,loanDepot park,Miami Marlins,Philadelphia Phillies,10,0,2,0,10,1,11,5,10,0,665795,Edward Cabrera,686751,Seth Johnson
2024-09-08,746258,Kauffman Stadium,Kansas City Royals,Minnesota Twins,2,0,0,0,2,0,6,5,4,3,608379,Michael Wacha,680573,Simeon Woods Richardson
2024-09-08,745940,American Family Field,Milwaukee Brewers,Colorado Rockies,1,4,1,0,1,4,3,12,3,8,642547,Freddy Peralta,607536,Kyle Freeland
2024-09-08,745128,Busch Stadium,St. Louis Cardinals,Seattle Mariners,2,9,0,5,4,10,9,14,6,11,571945,Miles Mikolas,622491,Luis Castillo
2024-09-08,746827,Wrigley Field,Chicago Cubs,New York Yankees,2,1,2,0,2,1,3,6,3,5,592791,Jameson Taillon,543037,Gerrit Cole
2024-09-08,744965,Globe Life Field,Texas Rangers,Los Angeles Angels,5,3,3,0,7,4,10,5,7,3,571760,Andrew Heaney,702674,Caden Dana
2024-09-08,745616,Oakland Coliseum,Oakland Athletics,Detroit Tigers,0,3,0,0,1,9,8,16,1,7,669372,J.T. Ginn,689225,Beau Brieske
2024-09-08,746098,Dodger Stadium,Los Angeles Dodgers,Cleveland Guardians,2,0,0,0,4,0,9,6,4,3,656427,Jack Flaherty,676440,Tanner Bibee
2024-09-08,745368,Petco Park,San Diego Padres,San Francisco Giants,1,6,0,0,6,7,8,9,5,8,605397,Joe Musgrove,702352,Spencer Bivens
2024-09-08,746345,Minute Maid Park,Houston Astros,Arizona Diamondbacks,5,9,0,0,6,12,12,15,6,10,434378,Justin Verlander,669194,Ryne Nelson
2024-09-09,745534,Citizens Bank Park,Philadelphia Phillies,Tampa Bay Rays,0,0,0,0,2,1,5,8,0,4,650911,Cristopher Sánchez,642121,Cole Sulser
2024-09-09,747090,Truist Park,Atlanta Braves,Cincinnati Reds,0,1,0,0,0,1,2,8,1,3,450203,Charlie Morton,607259,Nick Martinez
2024-09-09,745454,PNC Park,Pittsburgh Pirates,Miami Marlins,3,1,1,0,3,2,7,8,5,6,694973,Paul Skenes,678368,Valente Bellozo
2024-09-09,745698,Yankee Stadium,New York Yankees,Kansas City Royals,3,3,0,1,10,4,12,6,5,4,607074,Carlos Rodón,663903,Brady Singer
2024-09-09,744888,Rogers Centre,Toronto Blue Jays,New York Mets,0,1,0,0,2,3,4,3,1,1,621114,Ryan Burr,656731,Tylor Megill
2024-09-09,746909,Fenway Park,Boston Red Sox,Baltimore Orioles,4,2,1,1,12,3,15,6,6,3,678394,Brayan Bello,700249,Cade Povich
2024-09-09,745860,Target Field,Minnesota Twins,Los Angeles Angels,2,4,0,2,2,6,5,9,4,5,701581,David Festa,672282,Reid Detmers
2024-09-09,746746,Guaranteed Rate Field,Chicago White Sox,Cleveland Guardians,0,5,0,2,3,5,5,8,0,6,694363,Jared Shuster,676282,Joey Cantillo
2024-09-09,746101,Dodger Stadium,Los Angeles Dodgers,Chicago Cubs,2,4,0,3,4,10,10,16,4,8,621111,Walker Buehler,543294,Kyle Hendricks
2024-09-10,746428,Comerica Park,Detroit Tigers,Colorado Rockies,5,0,1,0,11,0,10,3,5,1,672456,Keider Montero,687134,Bradley Blalock
2024-09-10,745535,Citizens Bank Park,Philadelphia Phillies,Tampa Bay Rays,4,3,1,0,9,4,13,13,6,10,624133,Ranger Suarez,671737,Taj Bradley
2024-09-10,745446,PNC Park,Pittsburgh Pirates,Miami Marlins,6,1,2,0,6,4,8,9,7,3,669387,Carmen Mlodzinski,670124,Adam Oller
2024-09-10,744807,Nationals Park,Washington Nationals,Atlanta Braves,0,8,0,0,0,12,3,15,2,8,669022,MacKenzie Gore,625643,Reynaldo López
2024-09-10,745694,Yankee Stadium,New York Yankees,Kansas City Royals,0,3,0,0,0,5,3,11,1,7,573186,Marcus Stroman,607625,Seth Lugo
2024-09-10,744886,Rogers Centre,Toronto Blue Jays,New York Mets,5,1,0,1,6,2,12,6,8,4,605135,Chris Bassitt,656849,David Peterson
2024-09-10,746907,Fenway Park,Boston Red Sox,Baltimore Orioles,1,3,0,1,3,5,7,10,4,5,676710,Kutter Crawford,544150,Albert Suárez
2024-09-10,745856,Target Field,Minnesota Twins,Los Angeles Angels,8,4,0,0,10,5,10,10,7,6,641154,Pablo López,656288,Griffin Canning
2024-09-10,746747,Guaranteed Rate Field,Chicago White Sox,Cleveland Guardians,0,1,0,0,0,5,5,11,3,6,686563,Jonathan Cannon,594902,Ben Lively
2024-09-10,745126,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,0,3,0,0,0,3,8,7,5,6,669467,Andre Pallante,695076,Rhett Lowder
2024-09-10,746346,Minute Maid Park,Houston Astros,Oakland Athletics,0,2,0,1,3,4,10,9,4,6,681293,Spencer Arrighetti,676664,JP Sears
2024-09-10,745210,T-Mobile Park,Seattle Mariners,San Diego Padres,2,3,1,0,3,7,10,11,7,5,669923,George Kirby,506433,Yu Darvish
2024-09-10,747152,Chase Field,Arizona Diamondbacks,Texas Rangers,4,0,2,0,6,0,10,3,7,2,668678,Zac Gallen,543135,Nathan Eovaldi
2024-09-10,745291,Oracle Park,San Francisco Giants,Milwaukee Brewers,1,2,1,2,2,3,4,9,2,5,694738,Landen Roupp,650644,Aaron Civale
2024-09-10,746097,Dodger Stadium,Los Angeles Dodgers,Chicago Cubs,3,1,0,0,3,6,8,10,5,4,808967,Yoshinobu Yamamoto,684007,Shota Imanaga
2024-09-11,745450,PNC Park,Pittsburgh Pirates,Miami Marlins,3,0,2,0,3,1,6,6,5,0,663559,Bailey Falter,642834,Jonathan Bermúdez
2024-09-11,746745,Guaranteed Rate Field,Chicago White Sox,Cleveland Guardians,4,5,0,2,4,6,8,10,6,6,663436,Davis Martin,571510,Matthew Boyd
2024-09-11,744881,Rogers Centre,Toronto Blue Jays,New York Mets,1,0,0,0,2,6,6,4,3,0,670102,Bowden Francis,640455,Sean Manaea
2024-09-11,747154,Chase Field,Arizona Diamondbacks,Texas Rangers,11,4,3,0,14,4,16,9,11,7,518876,Merrill Kelly,674003,Cody Bradford
2024-09-11,746425,Comerica Park,Detroit Tigers,Colorado Rockies,7,4,6,0,7,4,14,7,11,6,663554,Casey Mize,685299,Tanner Gordon
2024-09-11,745525,Citizens Bank Park,Philadelphia Phillies,Tampa Bay Rays,2,1,2,0,3,2,5,5,3,3,554430,Zack Wheeler,669358,Shane Baz
2024-09-11,744804,Nationals Park,Washington Nationals,Atlanta Braves,4,0,0,0,5,1,13,6,11,0,663623,Jake Irvin,608331,Max Fried
2024-09-11,745697,Yankee Stadium,New York Yankees,Kansas City Royals,0,1,0,0,4,3,6,8,2,5,661563,Luis Gil,666142,Cole Ragans
2024-09-11,746908,Fenway Park,Boston Red Sox,Baltimore Orioles,2,1,0,0,5,3,8,8,5,4,601713,Nick Pivetta,665152,Dean Kremer
2024-09-11,745857,Target Field,Minnesota Twins,Los Angeles Angels,4,2,1,1,6,4,11,10,6,6,805673,Zebby Matthews,686799,Jack Kochanowicz
2024-09-11,745127,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,1,1,0,0,2,1,6,5,3,5,458681,Lance Lynn,682227,Brandon Williamson
2024-09-11,746342,Minute Maid Park,Houston Astros,Oakland Athletics,3,2,0,0,4,5,9,10,6,6,686613,Hunter Brown,683155,Joey Estes
2024-09-11,745214,T-Mobile Park,Seattle Mariners,San Diego Padres,3,0,0,0,5,2,5,4,4,0,693433,Bryan Woo,650633,Michael King
2024-09-11,745285,Oracle Park,San Francisco Giants,Milwaukee Brewers,10,1,4,0,13,2,17,7,13,4,605483,Blake Snell,607067,Colin Rea
2024-09-11,746100,Dodger Stadium,Los Angeles Dodgers,Chicago Cubs,7,7,5,2,10,8,12,6,8,6,676272,Bobby Miller,696136,Jordan Wicks
2024-09-12,746427,Comerica Park,Detroit Tigers,Colorado Rockies,2,1,0,0,2,4,4,9,3,4,669373,Tarik Skubal,663372,Ryan Feltner
2024-09-12,745129,Busch Stadium,St. Louis Cardinals,Cincinnati Reds,1,0,0,0,6,1,10,4,3,0,543243,Sonny Gray,596001,Jakob Junis
2024-09-12,746337,Minute Maid Park,Houston Astros,Oakland Athletics,2,0,0,0,6,3,12,7,6,2,664285,Framber Valdez,687765,Mitch Spence
2024-09-12,744805,Nationals Park,Washington Nationals,Miami Marlins,3,2,3,0,3,6,6,8,6,1,680730,Mitchell Parker,670766,Darren McCaughan
2024-09-12,746591,Progressive Field,Cleveland Guardians,Tampa Bay Rays,2,3,1,1,2,5,5,10,4,6,668909,Gavin Williams,686752,Ryan Pepiot
2024-09-12,745695,Yankee Stadium,New York Yankees,Boston Red Sox,1,1,1,0,2,1,7,4,3,3,641482,Nestor Cortes,681867,Cooper Criswell
2024-09-12,745208,T-Mobile Park,Seattle Mariners,Texas Rangers,4,1,0,0,4,5,6,9,5,4,682243,Bryce Miller,677958,Kumar Rocker
2024-09-12,745288,Oracle Park,San Francisco Giants,Milwaukee Brewers,0,0,0,0,0,3,5,4,2,2,806185,Hayden Birdsong,593423,Frankie Montas
2024-09-13,746423,Comerica Park,Detroit Tigers,Baltimore Orioles,1,0,1,0,1,0,6,1,4,0,689225,Beau Brieske,621107,Zach Eflin
2024-09-13,745447,PNC Park,Pittsburgh Pirates,Kansas City Royals,0,7,0,0,3,8,9,8,3,6,682847,Luis Ortiz,679525,Alec Marsh
2024-09-13,745529,Citizens Bank Park,Philadelphia Phillies,New York Mets,0,6,0,0,3,11,4,14,2,7,605400,Aaron Nola,500779,Jose Quintana
2024-09-13,744800,Nationals Park,Washington Nationals,Miami Marlins,2,1,2,0,4,1,4,8,1,4,687792,DJ Herz,665795,Edward Cabrera
2024-09-13,745696,Yankee Stadium,New York Yankees,Boston Red Sox,0,0,0,0,5,4,7,9,2,3,657376,Clarke Schmidt,690916,Richard Fitts
2024-09-13,744882,Rogers Centre,Toronto Blue Jays,St. Louis Cardinals,3,2,0,2,4,3,10,12,6,7,592332,Kevin Gausman,607200,Erick Fedde
2024-09-13,746586,Progressive Field,Cleveland Guardians,Tampa Bay Rays,0,3,0,0,1,3,4,8,2,8,676440,Tanner Bibee,641793,Zack Littell
2024-09-13,747069,Truist Park,Atlanta Braves,Los Angeles Dodgers,5,2,1,0,6,2,10,5,8,4,680885,Spencer Schwellenbach,689017,Landon Knack
2024-09-13,746744,Guaranteed Rate Field,Chicago White Sox,Oakland Athletics,0,2,0,0,0,2,6,9,4,6,676979,Garrett Crochet,669620,Brady Basso
2024-09-13,745855,Target Field,Minnesota Twins,Cincinnati Reds,1,1,0,0,4,8,5,9,2,3,641927,Bailey Ober,687924,Julian Aguiar
2024-09-13,746509,Coors Field,Colorado Rockies,Chicago Cubs,4,2,0,2,9,5,12,13,7,7,596295,Austin Gomber,665871,Javier Assad
2024-09-13,746181,Angel Stadium,Los Angeles Angels,Houston Astros,3,4,0,0,3,5,3,14,3,8,691951,Sam Aldegheri,579328,Yusei Kikuchi
2024-09-13,747153,Chase Field,Arizona Diamondbacks,Milwaukee Brewers,1,2,1,0,1,2,6,6,6,5,593958,Eduardo Rodriguez,642547,Freddy Peralta
2024-09-13,745207,T-Mobile Park,Seattle Mariners,Texas Rangers,0,3,0,2,5,4,10,7,5,6,676106,Emerson Hancock,594798,Jacob deGrom
2024-09-13,745286,Oracle Park,San Francisco Giants,San Diego Padres,0,4,0,3,0,5,4,12,2,8,657277,Logan Webb,656302,Dylan Cease
2024-09-14,745448,PNC Park,Pittsburgh Pirates,Kansas City Royals,1,3,0,1,1,5,9,7,4,3,656605,Mitch Keller,608379,Michael Wacha
2024-09-14,745689,Yankee Stadium,New York Yankees,Boston Red Sox,1,7,0,0,1,7,5,9,4,5,543037,Gerrit Cole,678394,Brayan Bello
2024-09-14,744884,Rogers Centre,Toronto Blue Jays,St. Louis Cardinals,1,1,0,0,7,2,10,3,3,2,621244,José Berríos,502043,Kyle Gibson
2024-09-14,745528,Citizens Bank Park,Philadelphia Phillies,New York Mets,1,4,0,1,6,4,8,10,2,9,663465,Kolby Allard,622663,Luis Severino
2024-09-14,744803,Nationals Park,Washington Nationals,Miami Marlins,2,1,0,0,4,1,8,6,5,3,571578,Patrick Corbin,678368,Valente Bellozo
2024-09-14,746422,Comerica Park,Detroit Tigers,Baltimore Orioles,0,1,0,0,2,4,7,8,1,3,689225,Beau Brieske,669203,Corbin Burnes
2024-09-14,746584,Progressive Field,Cleveland Guardians,Tampa Bay Rays,1,0,0,0,6,1,8,6,3,3,676282,Joey Cantillo,656876,Drew Rasmussen
2024-09-14,745858,Target Field,Minnesota Twins,Cincinnati Reds,1,10,1,0,1,11,5,15,3,11,680573,Simeon Woods Richardson,607259,Nick Martinez
2024-09-14,746740,Guaranteed Rate Field,Chicago White Sox,Oakland Athletics,3,0,0,0,7,6,16,11,10,6,623167,Chris Flexen,669372,J.T. Ginn
2024-09-14,747070,Truist Park,Atlanta Braves,Los Angeles Dodgers,4,1,1,0,10,1,10,7,5,4,519242,Chris Sale,656427,Jack Flaherty
2024-09-14,746508,Coors Field,Colorado Rockies,Chicago Cubs,0,2,0,1,6,5,8,11,1,5,607536,Kyle Freeland,592791,Jameson Taillon
2024-09-14,747148,Chase Field,Arizona Diamondbacks,Milwaukee Brewers,0,12,0,1,8,15,14,16,3,12,694297,Brandon Pfaadt,668964,Tobias Myers
2024-09-14,745284,Oracle Park,San Francisco Giants,San Diego Padres,0,2,0,1,0,8,5,17,3,7,696131,Mason Black,605397,Joe Musgrove
2024-09-14,746177,Angel Stadium,Los Angeles Angels,Houston Astros,2,4,1,1,3,5,6,10,4,7,542881,Tyler Anderson,434378,Justin Verlander
2024-09-14,745209,T-Mobile Park,Seattle Mariners,Texas Rangers,4,4,0,0,5,4,10,7,6,6,669302,Logan Gilbert,453286,Max Scherzer
2024-09-15,746419,Comerica Park,Detroit Tigers,Baltimore Orioles,2,0,0,0,4,2,5,7,2,5,672456,Keider Montero,700249,Cade Povich
2024-09-15,745852,Target Field,Minnesota Twins,Cincinnati Reds,1,2,0,0,9,2,12,7,5,5,701581,David Festa,695076,Rhett Lowder
2024-09-15,745449,PNC Park,Pittsburgh Pirates,Kansas City Royals,4,2,1,0,4,3,7,8,6,6,683003,Jared Jones,663903,Brady Singer
2024-09-15,745530,Citizens Bank Park,Philadelphia Phillies,New York Mets,0,0,0,0,2,1,6,7,1,3,650911,Cristopher Sánchez,656849,David Peterson
2024-09-15,744801,Nationals Park,Washington Nationals,Miami Marlins,3,1,0,0,4,3,8,6,6,1,669022,MacKenzie Gore,670124,Adam Oller
2024-09-15,745693,Yankee Stadium,New York Yankees,Boston Red Sox,4,2,0,0,5,2,9,8,6,5,607074,Carlos Rodón,676710,Kutter Crawford
2024-09-15,744883,Rogers Centre,Toronto Blue Jays,St. Louis Cardinals,2,1,0,0,3,2,6,7,3,3,684320,Yariel Rodríguez,571945,Miles Mikolas
2024-09-15,746585,Progressive Field,Cleveland Guardians,Tampa Bay Rays,2,0,0,0,2,0,7,4,5,2,594902,Ben Lively,671737,Taj Bradley
2024-09-15,746741,Guaranteed Rate Field,Chicago White Sox,Oakland Athletics,3,2,3,0,4,3,8,7,5,5,680732,Sean Burke,676664,JP Sears
2024-09-15,746506,Coors Field,Colorado Rockies,Chicago Cubs,1,2,0,0,2,6,4,11,2,4,615698,Cal Quantrill,543294,Kyle Hendricks
2024-09-15,745287,Oracle Park,San Francisco Giants,San Diego Padres,0,0,0,0,3,4,4,6,1,2,694738,Landen Roupp,527048,Martín Pérez
2024-09-15,746180,Angel Stadium,Los Angeles Angels,Houston Astros,0,5,0,0,4,6,8,8,3,5,702674,Caden Dana,669854,Ronel Blanco
2024-09-15,745206,T-Mobile Park,Seattle Mariners,Texas Rangers,3,0,3,0,7,0,14,1,7,1,669923,George Kirby,571760,Andrew Heaney
2024-09-15,747151,Chase Field,Arizona Diamondbacks,Milwaukee Brewers,5,3,2,0,11,10,14,13,6,6,668678,Zac Gallen,669084,DL Hall
2024-09-15,747071,Truist Park,Atlanta Braves,Los Angeles Dodgers,2,1,0,0,2,9,4,11,3,3,450203,Charlie Morton,621111,Walker Buehler
2024-09-16,746588,Progressive Field,Cleveland Guardians,Minnesota Twins,1,3,0,0,4,3,10,8,5,6,571510,Matthew Boyd,641154,Pablo López
2024-09-16,745773,Citi Field,New York Mets,Washington Nationals,0,1,0,0,2,1,6,5,2,4,640455,Sean Manaea,663623,Jake Irvin
2024-09-16,747067,Truist Park,Atlanta Braves,Los Angeles Dodgers,0,3,0,0,0,9,4,4,4,2,608331,Max Fried,808967,Yoshinobu Yamamoto
2024-09-16,746260,Kauffman Stadium,Kansas City Royals,Detroit Tigers,6,4,0,0,6,7,11,14,8,8,607625,Seth Lugo,681857,Reese Olson
2024-09-16,746828,Wrigley Field,Chicago Cubs,Oakland Athletics,9,2,1,0,9,2,18,9,14,4,684007,Shota Imanaga,683155,Joey Estes
2024-09-16,745939,American Family Field,Milwaukee Brewers,Philadelphia Phillies,3,1,0,0,6,2,8,11,4,5,650644,Aaron Civale,624133,Ranger Suarez
2024-09-16,745130,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,1,0,0,0,4,0,7,4,3,3,669467,Andre Pallante,694973,Paul Skenes
2024-09-16,746502,Coors Field,Colorado Rockies,Arizona Diamondbacks,1,2,0,2,3,2,4,8,2,5,622608,Antonio Senzatela,518876,Merrill Kelly
2024-09-16,746179,Angel Stadium,Los Angeles Angels,Chicago White Sox,2,7,0,3,4,8,5,9,3,7,672282,Reid Detmers,686563,Jonathan Cannon
2024-09-16,745367,Petco Park,San Diego Padres,Houston Astros,2,0,1,0,3,1,13,6,8,2,506433,Yu Darvish,681293,Spencer Arrighetti
2024-09-17,746987,Oriole Park at Camden Yards,Baltimore Orioles,San Francisco Giants,0,4,0,1,0,10,5,10,1,6,544150,Albert Suárez,605483,Blake Snell
2024-09-17,746587,Progressive Field,Cleveland Guardians,Minnesota Twins,1,2,0,0,1,4,8,8,5,5,668909,Gavin Williams,805673,Zebby Matthews
2024-09-17,746659,Great American Ball Park,Cincinnati Reds,Atlanta Braves,2,5,1,3,6,5,10,12,5,8,682227,Brandon Williamson,656550,Grant Holmes
2024-09-17,746015,loanDepot park,Miami Marlins,Los Angeles Dodgers,7,6,2,0,11,9,15,12,11,7,670766,Darren McCaughan,676272,Bobby Miller
2024-09-17,745044,Tropicana Field,Tampa Bay Rays,Boston Red Sox,5,2,0,0,8,3,12,3,7,2,669358,Shane Baz,601713,Nick Pivetta
2024-09-17,745772,Citi Field,New York Mets,Washington Nationals,6,1,0,0,10,1,14,4,9,2,656731,Tylor Megill,680730,Mitchell Parker
2024-09-17,746261,Kauffman Stadium,Kansas City Royals,Detroit Tigers,1,1,0,1,1,3,7,7,6,3,666142,Cole Ragans,663554,Casey Mize
2024-09-17,746830,Wrigley Field,Chicago Cubs,Oakland Athletics,2,4,0,2,3,4,11,9,7,7,696136,Jordan Wicks,687765,Mitch Spence
2024-09-17,745935,American Family Field,Milwaukee Brewers,Philadelphia Phillies,1,1,0,0,1,5,5,10,3,3,593423,Frankie Montas,554430,Zack Wheeler
2024-09-17,745122,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,2,1,0,0,3,1,4,8,4,3,458681,Lance Lynn,663559,Bailey Falter
2024-09-17,744961,Globe Life Field,Texas Rangers,Toronto Blue Jays,7,7,0,2,13,8,13,13,7,11,543135,Nathan Eovaldi,605135,Chris Bassitt
2024-09-17,746503,Coors Field,Colorado Rockies,Arizona Diamondbacks,3,1,0,0,8,2,12,6,6,4,663372,Ryan Feltner,656756,Jordan Montgomery
2024-09-17,746176,Angel Stadium,Los Angeles Angels,Chicago White Sox,3,0,0,0,5,0,10,6,7,3,656288,Griffin Canning,663436,Davis Martin
2024-09-17,745366,Petco Park,San Diego Padres,Houston Astros,0,2,0,0,3,4,6,9,3,4,650633,Michael King,686613,Hunter Brown
2024-09-17,745205,T-Mobile Park,Seattle Mariners,New York Yankees,1,7,0,2,2,11,9,12,4,9,693433,Bryan Woo,661563,Luis Gil
2024-09-18,746831,Wrigley Field,Chicago Cubs,Oakland Athletics,3,1,0,0,3,5,6,9,6,3,657006,Justin Steele,669620,Brady Basso
2024-09-18,746500,Coors Field,Colorado Rockies,Arizona Diamondbacks,2,6,0,3,4,9,8,12,5,9,596295,Austin Gomber,593958,Eduardo Rodriguez
2024-09-18,746172,Angel Stadium,Los Angeles Angels,Chicago White Sox,0,1,0,0,4,3,7,6,1,3,686799,Jack Kochanowicz,694363,Jared Shuster
2024-09-18,746988,Oriole Park at Camden Yards,Baltimore Orioles,San Francisco Giants,2,4,0,1,3,5,7,9,3,6,665152,Dean Kremer,806185,Hayden Birdsong
2024-09-18,745365,Petco Park,San Diego Padres,Houston Astros,0,0,0,0,4,0,9,2,4,0,656302,Dylan Cease,664285,Framber Valdez
2024-09-18,746582,Progressive Field,Cleveland Guardians,Minnesota Twins,1,2,0,1,5,4,7,8,3,5,676440,Tanner Bibee,641927,Bailey Ober
2024-09-18,746662,Great American Ball Park,Cincinnati Reds,Atlanta Braves,0,1,0,0,1,7,5,11,3,2,596001,Jakob Junis,680885,Spencer Schwellenbach
2024-09-18,746014,loanDepot park,Miami Marlins,Los Angeles Dodgers,0,6,0,0,4,8,8,11,2,8,677960,Ryan Weathers,689017,Landon Knack
2024-09-18,745040,Tropicana Field,Tampa Bay Rays,Boston Red Sox,1,0,0,0,1,2,8,6,5,1,686752,Ryan Pepiot,656557,Tanner Houck
2024-09-18,745771,Citi Field,New York Mets,Washington Nationals,9,0,0,0,10,0,11,3,9,2,500779,Jose Quintana,687792,DJ Herz
