Datum,GamePk,Park,Heim,Gast,HeimF5,GastF5,HeimI1,GastI1,HeimR,GastR,HeimHits,GastHits,HeimHitsF5,GastHitsF5,HeimStarterId,HeimStarter,GastStarterId,GastStarter
2025-07-28,776964,Oracle Park,San Francisco Giants,Pittsburgh Pirates,4,4,1,1,5,6,11,9,7,5,687931,Carson Whisenhunt,656605,Mitch Keller
2025-07-28,776957,Sutter Health Park,Athletics,Seattle Mariners,0,3,0,0,1,3,7,9,3,6,676664,JP Sears,622491,Luis Castillo
2025-07-29,778372,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,4,3,2,0,16,4,19,11,7,7,450203,Charlie Morton,687922,Easton Lucas
2025-07-29,776962,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,2,2,0,0,3,2,7,8,5,5,687064,Brandon Young,641778,Eric Lauer
2025-07-29,776951,Progressive Field,Cleveland Guardians,Colorado Rockies,9,1,2,0,10,4,15,10,13,5,671106,Logan Allen,685299,Tanner Gordon
2025-07-29,776953,Comerica Park,Detroit Tigers,Arizona Diamondbacks,8,2,0,1,12,2,19,5,13,4,663554,Casey Mize,694297,Brandon Pfaadt
2025-07-29,776949,Yankee Stadium,New York Yankees,Tampa Bay Rays,6,3,0,2,7,5,6,7,5,3,608331,Max Fried,671212,Joe Boyle
2025-07-29,776963,Great American Ball Park,Cincinnati Reds,Los Angeles Dodgers,4,2,0,0,4,5,6,11,5,6,666157,Nick Lodolo,607192,Tyler Glasnow
2025-07-29,776954,Target Field,Minnesota Twins,Boston Red Sox,1,5,0,0,5,8,10,10,4,6,701487,Pierson Ohl,608337,Lucas Giolito
2025-07-29,776955,Kauffman Stadium,Kansas City Royals,Atlanta Braves,4,0,1,0,9,6,12,14,6,3,607625,Seth Lugo,607200,Erick Fedde
2025-07-29,776952,Rate Field,Chicago White Sox,Philadelphia Phillies,0,6,0,0,3,6,5,9,2,7,686563,Jonathan Cannon,666200,Jesús Luzardo
2025-07-29,776956,American Family Field,Milwaukee Brewers,Chicago Cubs,5,1,0,0,9,3,11,9,10,5,682990,Quinn Priester,607067,Colin Rea
2025-07-29,776946,Busch Stadium,St. Louis Cardinals,Miami Marlins,0,3,0,0,0,5,4,12,3,8,543243,Sonny Gray,645261,Sandy Alcantara
2025-07-29,776950,Daikin Park,Houston Astros,Washington Nationals,3,2,1,0,7,4,13,10,6,5,669920,Jason Alexander,647336,Michael Soroka
2025-07-29,776945,Angel Stadium,Los Angeles Angels,Texas Rangers,3,2,2,0,8,5,6,14,3,8,579328,Yusei Kikuchi,571578,Patrick Corbin
2025-07-29,776947,Petco Park,San Diego Padres,New York Mets,1,1,1,0,7,1,9,4,3,2,686701,Ryan Bergert,640455,Sean Manaea
2025-07-29,776943,Oracle Park,San Francisco Giants,Pittsburgh Pirates,1,1,0,0,1,3,2,12,2,6,434378,Justin Verlander,663559,Bailey Falter
2025-07-29,776944,Sutter Health Park,Athletics,Seattle Mariners,6,1,0,0,6,1,8,6,7,5,622663,Luis Severino,688138,Logan Evans
2025-07-30,776948,Oriole Park at Camden Yards,Baltimore Orioles,Toronto Blue Jays,5,3,3,0,8,9,10,13,6,6,665152,Dean Kremer,621244,José Berríos
2025-07-30,776940,Comerica Park,Detroit Tigers,Arizona Diamondbacks,4,1,0,0,7,2,11,6,6,3,663978,Chris Paddack,669194,Ryne Nelson
2025-07-30,776935,Target Field,Minnesota Twins,Boston Red Sox,1,6,0,0,1,13,5,16,4,9,805673,Zebby Matthews,678394,Brayan Bello
2025-07-30,776937,Daikin Park,Houston Astros,Washington Nationals,4,1,1,0,9,1,10,5,6,3,687473,Ryan Gusto,669022,MacKenzie Gore
2025-07-30,776936,Kauffman Stadium,Kansas City Royals,Atlanta Braves,0,0,0,0,1,0,3,5,1,1,672582,Angel Zerpa,666214,Joey Wentz
2025-07-30,776939,Rate Field,Chicago White Sox,Philadelphia Phillies,2,2,0,0,9,3,17,8,7,4,641302,Tyler Alexander,592836,Taijuan Walker
2025-07-30,776929,American Family Field,Milwaukee Brewers,Chicago Cubs,3,5,1,1,3,10,7,11,5,5,642547,Freddy Peralta,684007,Shota Imanaga
2025-07-30,776933,Oracle Park,San Francisco Giants,Pittsburgh Pirates,1,1,0,0,1,2,6,7,3,4,657277,Logan Webb,681347,Mike Burrows
2025-07-30,776931,Petco Park,San Diego Padres,New York Mets,4,0,0,0,5,0,9,3,8,2,506433,Yu Darvish,605280,Clay Holmes
2025-07-30,776942,Progressive Field,Cleveland Guardians,Colorado Rockies,3,0,2,0,5,0,8,3,4,1,663465,Kolby Allard,607536,Kyle Freeland
2025-07-30,776938,Yankee Stadium,New York Yankees,Tampa Bay Rays,0,1,0,0,5,4,10,9,2,6,701542,Will Warren,641793,Zack Littell
2025-07-30,776941,Great American Ball Park,Cincinnati Reds,Los Angeles Dodgers,2,2,1,0,5,2,8,7,5,4,607259,Nick Martinez,660271,Shohei Ohtani
2025-07-30,776934,Busch Stadium,St. Louis Cardinals,Miami Marlins,0,2,0,0,0,2,5,6,3,5,571945,Miles Mikolas,615698,Cal Quantrill
2025-07-30,776932,Angel Stadium,Los Angeles Angels,Texas Rangers,1,1,0,0,3,6,8,11,5,3,667755,José Soriano,543135,Nathan Eovaldi
2025-07-30,776930,Sutter Health Park,Athletics,Seattle Mariners,4,1,2,1,5,4,9,4,5,2,605488,Jeffrey Springs,693433,Bryan Woo
2025-07-31,776927,Yankee Stadium,New York Yankees,Tampa Bay Rays,7,4,3,0,7,4,8,7,6,6,573186,Marcus Stroman,686752,Ryan Pepiot
2025-07-31,776928,Great American Ball Park,Cincinnati Reds,Atlanta Braves,3,1,0,0,11,12,17,13,6,4,671096,Andrew Abbott,471911,Carlos Carrasco
2025-07-31,776923,T-Mobile Park,Seattle Mariners,Texas Rangers,3,0,0,0,6,0,9,4,6,1,669923,George Kirby,677958,Kumar Rocker
2025-08-01,776921,Great American Ball Park,Cincinnati Reds,Atlanta Braves,0,0,0,0,3,2,5,7,2,4,663903,Brady Singer,693821,Bryce Elder
2025-08-01,776915,Wrigley Field,Chicago Cubs,Baltimore Orioles,1,0,0,0,1,0,4,3,2,2,690990,Cade Horton,669432,Trevor Rogers
2025-08-01,776913,Citizens Bank Park,Philadelphia Phillies,Detroit Tigers,0,3,0,0,5,4,8,5,1,4,624133,Ranger Suarez,656427,Jack Flaherty
2025-08-01,776917,Nationals Park,Washington Nationals,Milwaukee Brewers,2,9,1,0,9,16,15,25,6,15,680730,Mitchell Parker,500779,Jose Quintana
2025-08-01,776920,Rogers Centre,Toronto Blue Jays,Kansas City Royals,1,5,1,0,3,9,5,11,3,5,592332,Kevin Gausman,608379,Michael Wacha
2025-08-01,776922,Fenway Park,Boston Red Sox,Houston Astros,0,1,0,0,2,1,6,7,3,4,681867,Cooper Criswell,686613,Hunter Brown
2025-08-01,776926,Citi Field,New York Mets,San Francisco Giants,0,2,0,0,3,4,6,10,2,4,656849,David Peterson,592662,Robbie Ray
2025-08-01,776924,Progressive Field,Cleveland Guardians,Minnesota Twins,2,0,1,0,3,2,8,6,4,4,668909,Gavin Williams,657746,Joe Ryan
2025-08-01,776925,loanDepot park,Miami Marlins,New York Yankees,4,6,0,0,13,12,12,15,3,6,676083,Janson Junk,607074,Carlos Rodón
2025-08-01,776918,George M. Steinbrenner Field,Tampa Bay Rays,Los Angeles Dodgers,0,5,0,2,0,5,6,9,4,8,669358,Shane Baz,477132,Clayton Kershaw
2025-08-01,776919,Coors Field,Colorado Rockies,Pittsburgh Pirates,10,15,1,9,17,16,22,18,14,15,622608,Antonio Senzatela,571760,Andrew Heaney
2025-08-01,776916,Angel Stadium,Los Angeles Angels,Chicago White Sox,2,3,0,0,3,6,4,11,2,4,542881,Tyler Anderson,681343,Shane Smith
2025-08-01,776906,Petco Park,San Diego Padres,St. Louis Cardinals,4,1,0,0,4,1,7,4,5,1,601713,Nick Pivetta,669461,Matthew Liberatore
2025-08-01,776914,Sutter Health Park,Athletics,Arizona Diamondbacks,5,0,4,0,5,1,11,8,9,5,682052,Jacob Lopez,543101,Anthony DeSclafani
2025-08-01,776908,T-Mobile Park,Seattle Mariners,Texas Rangers,2,3,0,0,4,3,7,6,4,5,669302,Logan Gilbert,683004,Jack Leiter
2025-08-02,776901,George M. Steinbrenner Field,Tampa Bay Rays,Los Angeles Dodgers,3,0,1,0,4,0,8,6,5,3,656876,Drew Rasmussen,605483,Blake Snell
2025-08-02,776902,Wrigley Field,Chicago Cubs,Baltimore Orioles,3,0,0,0,3,4,8,7,5,4,571510,Matthew Boyd,608372,Tomoyuki Sugano
2025-08-02,776900,Rogers Centre,Toronto Blue Jays,Kansas City Royals,3,0,0,0,4,2,8,6,4,4,453286,Max Scherzer,702070,Noah Cameron
2025-08-02,776904,Coors Field,Colorado Rockies,Pittsburgh Pirates,0,4,0,1,8,5,12,7,2,5,596295,Austin Gomber,694973,Paul Skenes
2025-08-02,776912,Citizens Bank Park,Philadelphia Phillies,Detroit Tigers,0,2,0,0,5,7,8,12,1,7,554430,Zack Wheeler,669373,Tarik Skubal
2025-08-02,776903,Nationals Park,Washington Nationals,Milwaukee Brewers,2,5,0,3,2,8,2,15,1,8,663623,Jake Irvin,605540,Brandon Woodruff
2025-08-02,776909,Fenway Park,Boston Red Sox,Houston Astros,6,3,1,2,7,3,10,14,7,9,621111,Walker Buehler,676467,Colton Gordon
2025-08-02,776911,Citi Field,New York Mets,San Francisco Giants,5,4,3,0,12,6,13,10,6,5,673540,Kodai Senga,678906,Kai-Wei Teng
2025-08-02,776897,T-Mobile Park,Seattle Mariners,Texas Rangers,0,2,0,0,4,6,7,11,1,4,622491,Luis Castillo,518876,Merrill Kelly
2025-08-02,776905,Progressive Field,Cleveland Guardians,Minnesota Twins,4,4,0,0,5,4,10,9,6,8,676440,Tanner Bibee,641927,Bailey Ober
2025-08-02,776910,loanDepot park,Miami Marlins,New York Yankees,2,0,1,0,2,0,4,2,4,2,691587,Eury Pérez,693645,Cam Schlittler
2025-08-02,776907,Bristol Motor Speedway,Cincinnati Reds,Atlanta Braves,2,3,1,0,2,4,10,10,5,6,695505,Chase Burns,680735,Austin Cox
2025-08-02,776899,Sutter Health Park,Athletics,Arizona Diamondbacks,2,4,0,1,2,7,10,7,7,4,669372,J.T. Ginn,668678,Zac Gallen
2025-08-02,776898,Angel Stadium,Los Angeles Angels,Chicago White Sox,0,1,0,0,0,1,1,6,1,4,543294,Kyle Hendricks,650644,Aaron Civale
2025-08-02,776896,Petco Park,San Diego Padres,St. Louis Cardinals,4,6,1,0,5,8,9,12,7,9,681190,Randy Vásquez,700241,Michael McGreevy
2025-08-03,776895,Fenway Park,Boston Red Sox,Houston Astros,6,1,0,0,6,1,8,3,7,2,608337,Lucas Giolito,664285,Framber Valdez
2025-08-03,776889,George M. Steinbrenner Field,Tampa Bay Rays,Los Angeles Dodgers,0,0,0,0,0,3,7,8,4,3,671212,Joe Boyle,808967,Yoshinobu Yamamoto
2025-08-02,776907,Bristol Motor Speedway,Cincinnati Reds,Atlanta Braves,2,3,1,0,2,4,10,10,5,6,695505,Chase Burns,680735,Austin Cox
2025-08-03,776894,Nationals Park,Washington Nationals,Milwaukee Brewers,1,3,0,1,3,14,7,16,3,7,695418,Brad Lord,701656,Logan Henderson
2025-08-03,776893,Rogers Centre,Toronto Blue Jays,Kansas City Royals,2,1,0,0,4,7,8,6,4,1,605135,Chris Bassitt,607625,Seth Lugo
2025-08-03,776887,Citi Field,New York Mets,San Francisco Giants,2,7,1,0,4,12,8,13,3,7,593423,Frankie Montas,687931,Carson Whisenhunt
2025-08-03,776892,Progressive Field,Cleveland Guardians,Minnesota Twins,2,4,2,4,4,5,10,8,7,6,676282,Joey Cantillo,570632,José Ureña
2025-08-03,776891,loanDepot park,Miami Marlins,New York Yankees,6,1,0,1,7,3,9,6,7,2,665795,Edward Cabrera,661563,Luis Gil
2025-08-03,776888,Wrigley Field,Chicago Cubs,Baltimore Orioles,2,2,2,0,5,3,11,7,5,5,607067,Colin Rea,687064,Brandon Young
2025-08-03,776886,Coors Field,Colorado Rockies,Pittsburgh Pirates,1,5,0,3,5,9,9,9,4,5,687134,Bradley Blalock,656605,Mitch Keller
2025-08-03,776881,Sutter Health Park,Athletics,Arizona Diamondbacks,2,4,0,0,4,6,8,12,6,5,678022,Jack Perkins,593958,Eduardo Rodriguez
2025-08-03,776885,Angel Stadium,Los Angeles Angels,Chicago White Sox,0,5,0,4,8,5,11,10,2,7,686799,Jack Kochanowicz,680732,Sean Burke
2025-08-03,776884,Petco Park,San Diego Padres,St. Louis Cardinals,2,0,0,0,7,3,10,6,5,1,656302,Dylan Cease,669467,Andre Pallante
2025-08-03,776883,T-Mobile Park,Seattle Mariners,Texas Rangers,5,3,0,0,5,4,5,6,4,5,688138,Logan Evans,594798,Jacob deGrom
2025-08-03,776890,Citizens Bank Park,Philadelphia Phillies,Detroit Tigers,1,0,0,0,2,0,5,5,3,3,650911,Cristopher Sánchez,450203,Charlie Morton
2025-08-04,776879,PNC Park,Pittsburgh Pirates,San Francisco Giants,1,4,1,2,5,4,6,7,3,6,670912,Johan Oviedo,434378,Justin Verlander
2025-08-04,776874,Comerica Park,Detroit Tigers,Minnesota Twins,2,2,0,1,6,3,12,6,4,2,663554,Casey Mize,701519,Travis Adams
2025-08-04,776875,loanDepot park,Miami Marlins,Houston Astros,0,5,0,0,2,8,7,11,1,6,645261,Sandy Alcantara,669920,Jason Alexander
2025-08-04,776877,Citizens Bank Park,Philadelphia Phillies,Baltimore Orioles,3,3,1,0,13,3,13,5,3,5,666200,Jesús Luzardo,700249,Cade Povich
2025-08-04,776880,Fenway Park,Boston Red Sox,Kansas City Royals,7,1,5,0,8,5,11,12,9,5,678394,Brayan Bello,663559,Bailey Falter
2025-08-04,776876,Citi Field,New York Mets,Cleveland Guardians,0,0,0,0,6,7,11,9,3,2,640455,Sean Manaea,677944,Slade Cecconi
2025-08-04,776882,Truist Park,Atlanta Braves,Milwaukee Brewers,1,3,1,0,1,3,3,3,2,3,607200,Erick Fedde,682990,Quinn Priester
2025-08-04,776878,Wrigley Field,Chicago Cubs,Cincinnati Reds,2,1,0,0,2,3,3,6,2,1,647336,Michael Soroka,666157,Nick Lodolo
2025-08-04,776871,Globe Life Field,Texas Rangers,New York Yankees,4,5,0,1,8,5,10,10,8,9,571578,Patrick Corbin,608331,Max Fried
2025-08-04,776872,Coors Field,Colorado Rockies,Toronto Blue Jays,1,9,0,1,1,15,8,25,6,14,685299,Tanner Gordon,641778,Eric Lauer
2025-08-04,776867,Angel Stadium,Los Angeles Angels,Tampa Bay Rays,4,1,0,1,5,1,11,5,8,3,579328,Yusei Kikuchi,605288,Adrian Houser
2025-08-04,776873,Chase Field,Arizona Diamondbacks,San Diego Padres,5,1,1,0,6,2,12,6,10,3,694297,Brandon Pfaadt,676664,JP Sears
2025-08-04,776870,Dodger Stadium,Los Angeles Dodgers,St. Louis Cardinals,1,1,0,0,2,3,3,7,1,3,607192,Tyler Glasnow,543243,Sonny Gray
2025-08-05,776866,PNC Park,Pittsburgh Pirates,San Francisco Giants,1,6,0,0,1,8,7,11,6,5,681347,Mike Burrows,657277,Logan Webb
2025-08-05,776861,Comerica Park,Detroit Tigers,Minnesota Twins,1,6,0,3,3,6,9,9,5,8,663978,Chris Paddack,805673,Zebby Matthews
2025-08-05,776862,loanDepot park,Miami Marlins,Houston Astros,2,7,0,2,3,7,5,12,4,9,615698,Cal Quantrill,595345,Steven Okert
2025-08-05,776865,Nationals Park,Washington Nationals,Athletics,1,10,0,5,7,16,10,24,3,14,669022,MacKenzie Gore,622663,Luis Severino
2025-08-05,776868,Citizens Bank Park,Philadelphia Phillies,Baltimore Orioles,4,0,0,0,5,0,10,5,8,4,592836,Taijuan Walker,665152,Dean Kremer
2025-08-05,776864,Fenway Park,Boston Red Sox,Kansas City Royals,1,1,0,0,6,2,9,5,2,3,676979,Garrett Crochet,686701,Ryan Bergert
2025-08-05,776863,Citi Field,New York Mets,Cleveland Guardians,2,2,1,0,2,3,4,6,4,3,605280,Clay Holmes,671106,Logan Allen
2025-08-05,776869,Truist Park,Atlanta Braves,Milwaukee Brewers,1,4,0,0,2,7,8,8,4,5,666214,Joey Wentz,642547,Freddy Peralta
2025-08-05,776860,Wrigley Field,Chicago Cubs,Cincinnati Reds,1,1,0,0,1,5,4,9,3,3,684007,Shota Imanaga,641793,Zack Littell
2025-08-05,776855,Globe Life Field,Texas Rangers,New York Yankees,0,0,0,0,2,0,8,2,3,1,543135,Nathan Eovaldi,701542,Will Warren
2025-08-05,776854,Coors Field,Colorado Rockies,Toronto Blue Jays,2,3,2,0,4,10,9,14,4,6,683627,Anthony Molina,621244,José Berríos
2025-08-05,776848,Angel Stadium,Los Angeles Angels,Tampa Bay Rays,2,7,0,0,3,7,6,8,3,7,667755,José Soriano,686752,Ryan Pepiot
2025-08-05,776852,Chase Field,Arizona Diamondbacks,San Diego Padres,3,2,2,0,5,10,6,14,4,6,669194,Ryne Nelson,506433,Yu Darvish
2025-08-05,776857,T-Mobile Park,Seattle Mariners,Chicago White Sox,3,1,0,1,8,3,11,5,6,2,693433,Bryan Woo,663436,Davis Martin
2025-08-05,776858,Dodger Stadium,Los Angeles Dodgers,St. Louis Cardinals,5,2,2,0,12,6,17,9,8,4,686218,Emmet Sheehan,571945,Miles Mikolas
2025-08-06,776844,PNC Park,Pittsburgh Pirates,San Francisco Giants,2,1,1,0,2,4,8,7,5,2,571760,Andrew Heaney,592662,Robbie Ray
2025-08-06,776851,Citizens Bank Park,Philadelphia Phillies,Baltimore Orioles,1,4,0,0,1,5,9,10,6,6,624133,Ranger Suarez,669432,Trevor Rogers
2025-08-06,776846,Citi Field,New York Mets,Cleveland Guardians,0,3,0,0,1,4,1,7,0,4,656849,David Peterson,668909,Gavin Williams
2025-08-06,776859,Comerica Park,Detroit Tigers,Minnesota Twins,4,6,0,2,4,9,8,11,5,8,656427,Jack Flaherty,701487,Pierson Ohl
2025-08-06,776847,Wrigley Field,Chicago Cubs,Cincinnati Reds,1,0,0,0,6,1,11,4,3,1,690990,Cade Horton,671096,Andrew Abbott
2025-08-06,776845,Globe Life Field,Texas Rangers,New York Yankees,2,2,0,0,2,3,8,6,6,3,683004,Jack Leiter,607074,Carlos Rodón
2025-08-06,776836,Coors Field,Colorado Rockies,Toronto Blue Jays,1,6,1,0,1,20,3,24,3,8,607536,Kyle Freeland,592332,Kevin Gausman
2025-08-06,776843,Angel Stadium,Los Angeles Angels,Tampa Bay Rays,4,4,0,2,4,5,6,8,5,5,542881,Tyler Anderson,669358,Shane Baz
2025-08-06,776839,Dodger Stadium,Los Angeles Dodgers,St. Louis Cardinals,3,1,0,0,3,5,8,12,6,4,660271,Shohei Ohtani,669461,Matthew Liberatore
2025-08-06,776849,loanDepot park,Miami Marlins,Houston Astros,6,3,3,2,6,4,14,12,12,5,676083,Janson Junk,681293,Spencer Arrighetti
2025-08-06,776850,Nationals Park,Washington Nationals,Athletics,0,0,0,0,2,1,4,4,0,3,676917,Cade Cavalli,605488,Jeffrey Springs
2025-08-06,776856,Fenway Park,Boston Red Sox,Kansas City Royals,2,3,2,0,3,7,7,12,4,6,669160,Dustin May,608379,Michael Wacha
2025-08-06,776853,Truist Park,Atlanta Braves,Milwaukee Brewers,2,5,1,0,4,5,8,14,6,11,675911,Spencer Strider,500779,Jose Quintana
2025-08-06,776838,Chase Field,Arizona Diamondbacks,San Diego Padres,2,0,1,0,2,3,4,9,3,3,543101,Anthony DeSclafani,641482,Nestor Cortes
2025-08-06,776841,T-Mobile Park,Seattle Mariners,Chicago White Sox,7,2,2,0,8,6,7,9,5,5,669923,George Kirby,686563,Jonathan Cannon
2025-08-07,776837,Nationals Park,Washington Nationals,Athletics,0,4,0,0,0,6,3,12,3,6,680730,Mitchell Parker,682052,Jacob Lopez
2025-08-07,776830,T-Mobile Park,Seattle Mariners,Chicago White Sox,2,1,0,0,4,3,6,7,4,2,669302,Logan Gilbert,681343,Shane Smith
2025-08-07,776840,PNC Park,Pittsburgh Pirates,Cincinnati Reds,4,0,3,0,7,0,10,9,8,6,694973,Paul Skenes,663903,Brady Singer
2025-08-07,776842,Truist Park,Atlanta Braves,Miami Marlins,2,6,2,0,8,6,11,10,4,8,471911,Carlos Carrasco,691587,Eury Pérez
2025-08-08,776829,PNC Park,Pittsburgh Pirates,Cincinnati Reds,1,1,0,0,3,2,5,8,3,5,656605,Mitch Keller,695505,Chase Burns
2025-08-08,776831,Oriole Park at Camden Yards,Baltimore Orioles,Athletics,3,1,3,0,3,2,3,7,3,3,608372,Tomoyuki Sugano,669372,J.T. Ginn
2025-08-08,776835,Yankee Stadium,New York Yankees,Houston Astros,0,2,0,2,3,5,5,10,1,7,693645,Cam Schlittler,686613,Hunter Brown
2025-08-08,776832,Comerica Park,Detroit Tigers,Los Angeles Angels,3,4,0,0,6,5,7,8,5,6,669373,Tarik Skubal,543294,Kyle Hendricks
2025-08-08,776834,Truist Park,Atlanta Braves,Miami Marlins,0,5,0,0,1,5,2,9,1,7,693821,Bryce Elder,665795,Edward Cabrera
2025-08-08,776833,Rate Field,Chicago White Sox,Cleveland Guardians,1,9,0,5,5,9,9,10,3,9,650644,Aaron Civale,676440,Tanner Bibee
2025-08-08,776821,Globe Life Field,Texas Rangers,Philadelphia Phillies,1,4,1,1,1,9,8,11,5,6,518876,Merrill Kelly,650911,Cristopher Sánchez
2025-08-08,776827,Target Field,Minnesota Twins,Kansas City Royals,7,1,3,1,9,4,14,9,10,4,657746,Joe Ryan,607625,Seth Lugo
2025-08-08,776828,American Family Field,Milwaukee Brewers,New York Mets,3,2,0,1,3,2,4,5,2,3,605540,Brandon Woodruff,673540,Kodai Senga
2025-08-08,776826,Busch Stadium,St. Louis Cardinals,Chicago Cubs,3,0,0,0,5,0,13,7,7,5,700241,Michael McGreevy,571510,Matthew Boyd
2025-08-08,776825,Chase Field,Arizona Diamondbacks,Colorado Rockies,6,1,3,0,6,1,6,6,5,3,668678,Zac Gallen,596295,Austin Gomber
2025-08-08,776820,Petco Park,San Diego Padres,Boston Red Sox,0,5,0,0,2,10,6,10,4,4,601713,Nick Pivetta,621111,Walker Buehler
2025-08-08,776824,T-Mobile Park,Seattle Mariners,Tampa Bay Rays,0,1,0,1,3,2,7,5,3,4,622491,Luis Castillo,656876,Drew Rasmussen
2025-08-08,776823,Dodger Stadium,Los Angeles Dodgers,Toronto Blue Jays,2,1,0,0,5,1,7,10,6,7,477132,Clayton Kershaw,453286,Max Scherzer
2025-08-08,776822,Oracle Park,San Francisco Giants,Washington Nationals,2,0,2,0,5,0,10,4,7,3,657424,Matt Gage,663623,Jake Irvin
2025-08-09,778431,Truist Park,Atlanta Braves,Miami Marlins,3,0,0,0,7,1,7,5,4,1,694462,Hurston Waldrep,687473,Ryan Gusto
2025-08-09,776819,Truist Park,Atlanta Braves,Miami Marlins,5,4,0,0,8,6,11,9,7,5,607200,Erick Fedde,645261,Sandy Alcantara
2025-08-09,776815,Yankee Stadium,New York Yankees,Houston Astros,4,2,2,1,5,4,9,7,7,5,661563,Luis Gil,664285,Framber Valdez
2025-08-09,776802,Oracle Park,San Francisco Giants,Washington Nationals,0,3,0,1,2,4,8,11,3,6,687931,Carson Whisenhunt,695418,Brad Lord
2025-08-09,776813,Comerica Park,Detroit Tigers,Los Angeles Angels,4,6,0,1,4,7,9,9,8,7,450203,Charlie Morton,579328,Yusei Kikuchi
2025-08-09,776812,PNC Park,Pittsburgh Pirates,Cincinnati Reds,1,1,0,0,1,2,4,7,3,4,677952,Braxton Ashcraft,607259,Nick Martinez
2025-08-09,776811,Oriole Park at Camden Yards,Baltimore Orioles,Athletics,3,11,3,2,3,11,4,13,3,11,687064,Brandon Young,678022,Jack Perkins
2025-08-09,776816,Target Field,Minnesota Twins,Kansas City Royals,0,1,0,0,0,2,8,7,5,4,641927,Bailey Ober,702070,Noah Cameron
2025-08-09,776814,Rate Field,Chicago White Sox,Cleveland Guardians,1,2,0,1,1,3,4,7,3,5,680732,Sean Burke,676282,Joey Cantillo
2025-08-09,776817,American Family Field,Milwaukee Brewers,New York Mets,3,4,0,0,7,4,6,8,3,7,668964,Tobias Myers,657585,Reed Garrett
2025-08-09,776818,Busch Stadium,St. Louis Cardinals,Chicago Cubs,0,9,0,2,1,9,7,13,1,12,669467,Andre Pallante,607067,Colin Rea
2025-08-09,776810,Globe Life Field,Texas Rangers,Philadelphia Phillies,1,0,1,0,2,3,9,7,7,4,594798,Jacob deGrom,666200,Jesús Luzardo
2025-08-09,776809,Chase Field,Arizona Diamondbacks,Colorado Rockies,5,4,1,0,6,5,11,9,7,6,593958,Eduardo Rodriguez,687134,Bradley Blalock
2025-08-09,776807,Petco Park,San Diego Padres,Boston Red Sox,4,3,0,1,5,4,7,9,5,5,650633,Michael King,608337,Lucas Giolito
2025-08-09,776808,Dodger Stadium,Los Angeles Dodgers,Toronto Blue Jays,3,0,0,0,9,1,10,5,6,3,605483,Blake Snell,605135,Chris Bassitt
2025-08-09,776805,T-Mobile Park,Seattle Mariners,Tampa Bay Rays,6,1,2,1,7,4,7,5,5,2,688138,Logan Evans,671212,Joe Boyle
2025-08-10,776796,Target Field,Minnesota Twins,Kansas City Royals,2,1,0,1,5,3,7,9,3,4,570632,José Ureña,686701,Ryan Bergert
2025-08-10,776804,Oriole Park at Camden Yards,Baltimore Orioles,Athletics,1,0,0,0,2,3,5,6,2,2,700249,Cade Povich,806960,Luis Morales
2025-08-10,776801,PNC Park,Pittsburgh Pirates,Cincinnati Reds,4,4,0,0,8,14,16,14,9,3,681347,Mike Burrows,641793,Zack Littell
2025-08-10,776803,Truist Park,Atlanta Braves,Miami Marlins,3,1,0,0,7,1,9,6,4,4,666214,Joey Wentz,615698,Cal Quantrill
2025-08-10,776797,Yankee Stadium,New York Yankees,Houston Astros,0,4,0,1,1,7,3,12,0,8,608331,Max Fried,669920,Jason Alexander
2025-08-10,776806,Comerica Park,Detroit Tigers,Los Angeles Angels,7,2,2,0,9,5,10,7,9,3,663554,Casey Mize,686799,Jack Kochanowicz
2025-08-10,776798,Rate Field,Chicago White Sox,Cleveland Guardians,5,1,3,0,6,4,11,7,10,3,663436,Davis Martin,677944,Slade Cecconi
2025-08-10,776799,American Family Field,Milwaukee Brewers,New York Mets,5,6,0,2,7,6,12,10,7,10,682990,Quinn Priester,640455,Sean Manaea
2025-08-10,776800,Globe Life Field,Texas Rangers,Philadelphia Phillies,2,3,2,0,2,4,7,7,3,4,571578,Patrick Corbin,554430,Zack Wheeler
2025-08-10,776793,Oracle Park,San Francisco Giants,Washington Nationals,0,5,0,0,0,8,3,17,3,11,434378,Justin Verlander,669022,MacKenzie Gore
2025-08-10,776794,Chase Field,Arizona Diamondbacks,Colorado Rockies,12,3,3,0,13,6,17,16,15,11,694297,Brandon Pfaadt,685299,Tanner Gordon
2025-08-10,776789,Petco Park,San Diego Padres,Boston Red Sox,3,0,0,0,6,2,9,5,4,2,656302,Dylan Cease,678394,Brayan Bello
2025-08-10,776791,T-Mobile Park,Seattle Mariners,Tampa Bay Rays,4,3,4,0,6,3,9,8,6,7,693433,Bryan Woo,605288,Adrian Houser
2025-08-10,776788,Dodger Stadium,Los Angeles Dodgers,Toronto Blue Jays,3,1,2,1,4,5,9,9,8,2,607192,Tyler Glasnow,641778,Eric Lauer
2025-08-10,776795,Busch Stadium,St. Louis Cardinals,Chicago Cubs,2,2,0,0,3,2,4,8,2,4,543243,Sonny Gray,684007,Shota Imanaga
2025-08-11,776792,Great American Ball Park,Cincinnati Reds,Philadelphia Phillies,1,0,1,0,1,4,7,8,5,1,671096,Andrew Abbott,592836,Taijuan Walker
